label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,Blank,IO_12C_01,IO_12C_02,IO_12C_03
,1005,1005,3,485.219971,4.177,0.850758,,,485.219971@4.177466,485.219971@4.177466,,0.000,0.000000,485.219971,1358.88,39223.57,54138.64,53228.92
,1006,1006,3,461.310944,4.560,0.837663,,,461.310944@4.559739,461.310944@4.559739,,0.000,0.000000,461.310944,0.00,69894.18,67949.91,51372.74
,1007,1007,1,176.983704,15.721,0.792226,,,176.983704@15.721112,176.983704@15.721112,,0.000,0.000000,176.983704,35469.74,112312.73,245655.58,123869.38
,1008,1008,3,113.035706,10.490,0.837201,,,113.035706@10.489545,113.035706@10.489545,,0.000,0.000000,113.035706,2319.89,49067.64,67989.26,34505.72
,1009,1009,1,75.045189,4.062,0.851177,,,75.045189@4.061783,75.045189@4.061783,,0.000,0.000000,75.045189,0.00,63829.74,4743.95,1565.51
,1010,1010,3,394.271942,2.989,0.848814,,,394.271942@2.989342,394.271942@2.989342,,0.000,0.000000,394.271942,8178.73,56553.74,46811.56,50245.62
,1011,1011,2,583.147034,12.039,0.845200,,,583.147034@12.039455,583.147034@12.039455,,0.000,0.000000,583.147034,0.00,50250.17,61156.39,52446.43
,1012,1012,3,496.268311,7.080,0.850714,,,496.268311@7.080261,496.268311@7.080261,,0.000,0.000000,496.268311,0.00,55233.64,71103.95,38507.03
,1013,1013,3,564.294922,7.080,0.851032,,,564.294922@7.080261,564.294922@7.080261,,0.000,0.000000,564.294922,0.00,71454.54,66867.58,50599.64
,1014,1014,3,173.064651,11.088,0.830429,,,173.064651@11.088266,173.064651@11.088266,,0.000,0.000000,173.064651,1141.81,50680.69,67205.87,56042.74
,1015,1015,2,479.297363,5.200,0.671769,,,479.297363@5.199861,479.297363@5.199861,,0.000,0.000000,479.297363,0.00,30312.97,46953.50,21041.60
,1016,1016,3,338.085907,13.942,0.849093,,,338.085907@13.941883,338.085907@13.941883,,0.000,0.000000,338.085907,0.00,72231.46,32430.37,61123.13
,1017,1017,4,363.187286,4.107,0.736948,,,363.187286@4.107442,363.187286@4.107442,,0.000,0.000000,363.187286,6072.66,59970.77,42484.46,32756.51
,1018,1018,4,412.245483,3.051,0.850811,,,412.245483@3.050804,412.245483@3.050804,,0.000,0.000000,412.245483,15384.37,58612.01,67079.09,34514.48
,1019,1019,3,519.295776,7.160,0.821737,,,519.295776@7.159688,519.295776@7.159688,,0.000,0.000000,519.295776,2499.38,74257.29,65324.58,58282.43
,1020,1020,2,217.144516,4.122,0.836823,,,217.144516@4.121825,217.144516@4.121825,,0.000,0.000000,217.144516,13935.10,54810.90,42405.13,57513.86
,1021,1021,3,421.271027,2.994,0.848964,,,421.271027@2.993629,421.271027@2.993629,,0.000,0.000000,421.271027,955.79,50273.54,57367.57,39996.02
,1022,1022,2,458.839905,3.445,0.659017,,,458.839905@3.445221,458.839905@3.445221,,0.000,0.000000,458.839905,3223.67,36635.39,55732.24,29368.47
,1023,1023,3,327.290710,4.052,0.848484,,,327.290710@4.051754,327.290710@4.051754,,0.000,0.000000,327.290710,952.92,72605.04,38190.03,40266.36
,1024,1024,3,260.025848,14.060,0.827028,,,260.025848@14.059700,260.025848@14.059700,,0.000,0.000000,260.025848,834.06,70554.18,58022.23,59926.20
,1025,1025,4,454.051605,2.696,0.850676,,,454.051605@2.696037,454.051605@2.696037,,0.000,0.000000,454.051605,25729.92,68930.88,14270.88,74519.72
,1026,1026,3,275.186340,4.117,0.850314,,,275.186340@4.117025,275.186340@4.117025,,0.000,0.000000,275.186340,6979.02,61344.19,33478.48,44175.20
,1027,1027,1,529.305359,4.073,0.746394,,,529.305359@4.073029,529.305359@4.073029,,0.000,0.000000,529.305359,6868.44,46891.93,43700.30,11748.11
,1028,1028,3,299.876434,2.051,0.850191,,,299.876434@2.051308,299.876434@2.051308,,0.000,0.000000,299.876434,1626.75,59448.31,44834.74,19632.46
,1029,1029,4,462.854492,3.649,0.758092,,,462.854492@3.649333,462.854492@3.649333,,0.000,0.000000,462.854492,1990.27,31344.77,31591.49,38838.90
,1030,1030,1,207.926514,13.250,0.775005,,,207.926514@13.250467,207.926514@13.250467,,0.000,0.000000,207.926514,2578.14,9057.88,24012.69,28930.35
,1031,1031,4,294.880493,15.009,0.734501,,,294.880493@15.008980,294.880493@15.008980,,0.000,0.000000,294.880493,13209.79,55962.86,13751.93,11080.00
,1032,1032,3,277.035461,4.136,0.850952,,,277.035461@4.136392,277.035461@4.136392,,0.000,0.000000,277.035461,3859.68,28173.37,50759.61,42108.37
,1033,1033,1,86.061188,11.058,0.840593,,,86.061188@11.057863,86.061188@11.057863,,0.000,0.000000,86.061188,3157.18,60721.16,67857.43,59653.31
,1034,1034,3,278.995636,4.112,0.851216,,,278.995636@4.112020,278.995636@4.112020,,0.000,0.000000,278.995636,11808.76,65239.11,6358.43,46709.80
,1035,1035,3,547.386475,3.077,0.839565,,,547.386475@3.076867,547.386475@3.076867,,0.000,0.000000,547.386475,26730.39,75233.02,71728.69,52805.71
,1036,1036,2,334.231903,4.117,0.754148,,,334.231903@4.117021,334.231903@4.117021,,0.000,0.000000,334.231903,2431.79,44577.27,34556.69,29022.06
,1037,1037,1,203.973709,3.763,0.554364,,,203.973709@3.762841,203.973709@3.762841,,0.000,0.000000,203.973709,7932.97,48929.44,51872.67,54079.83
,1038,1038,3,117.075073,11.623,0.828843,,,117.075073@11.622875,117.075073@11.622875,,0.000,0.000000,117.075073,1191.51,62180.16,53352.30,71212.05
,1039,1039,4,464.331177,2.819,0.850764,,,464.331177@2.818563,464.331177@2.818563,,0.000,0.000000,464.331177,21442.39,63743.16,52703.70,52027.26
,1040,1040,4,437.313263,3.082,0.850242,,,437.313263@3.082321,437.313263@3.082321,,0.000,0.000000,437.313263,26358.90,52727.19,67801.21,43137.09
,1041,1041,2,556.372131,7.218,0.850967,,,556.372131@7.217683,556.372131@7.217683,,0.000,0.000000,556.372131,0.00,60897.74,52963.96,30603.47
,1042,1042,1,202.072601,4.143,0.775266,,,202.072601@4.143191,202.072601@4.143191,,0.000,0.000000,202.072601,9608.99,49644.37,71488.55,27598.65
,1043,1043,1,257.076202,11.124,0.836670,,,257.076202@11.124288,257.076202@11.124288,,0.000,0.000000,257.076202,377.24,63500.93,55304.64,45591.95
,1044,1044,3,691.098816,13.418,0.851116,,,691.098816@13.418027,691.098816@13.418027,,0.000,0.000000,691.098816,0.00,59026.17,64732.29,50522.72
,1045,1045,4,225.071976,4.088,0.781560,,,225.071976@4.087779,225.071976@4.087779,,0.000,0.000000,225.071976,14247.27,53475.61,46558.14,50820.95
,1046,1046,3,307.155060,2.582,0.850574,,,307.155060@2.581708,307.155060@2.581708,,0.000,0.000000,307.155060,16065.37,28214.54,54303.47,41888.33
,1047,1047,2,340.924713,3.337,0.644373,,,340.924713@3.336642,340.924713@3.336642,,0.000,0.000000,340.924713,6914.14,39045.80,45961.30,36320.59
,1048,1048,4,141.011292,2.638,0.851441,,,141.011292@2.637962,141.011292@2.637962,,0.000,0.000000,141.011292,19102.65,50962.66,72837.23,53442.36
,1049,1049,3,446.279175,3.031,0.703168,,,446.279175@3.030678,446.279175@3.030678,,0.000,0.000000,446.279175,0.00,29639.98,38651.86,25210.81
,1050,1050,3,304.060913,13.792,0.712338,,,304.060913@13.792255,304.060913@13.792255,,0.000,0.000000,304.060913,0.00,51693.06,45469.08,51299.30
,1051,1051,2,209.055054,11.094,0.836155,,,209.055054@11.093583,209.055054@11.093583,,0.000,0.000000,209.055054,631.70,68448.98,55263.59,42442.54
,1052,1052,3,659.392395,7.111,0.850474,,,659.392395@7.111222,659.392395@7.111222,,0.000,0.000000,659.392395,0.00,73883.21,62542.46,23736.76
,1053,1053,3,185.969116,13.418,0.850936,,,185.969116@13.417933,185.969116@13.417933,,0.000,0.000000,185.969116,0.00,55492.48,64431.55,70646.16
,1054,1054,3,354.942200,15.632,0.840420,,,354.942200@15.631670,354.942200@15.631670,,0.000,0.000000,354.942200,1423.76,12429.26,70282.95,45830.00
,1055,1055,2,222.885315,15.477,0.847298,,,222.885315@15.476597,222.885315@15.476597,,0.000,0.000000,222.885315,11406.00,52554.20,28178.88,25894.55
,1056,1056,1,475.267151,4.217,0.849908,,,475.267151@4.216879,475.267151@4.216879,,0.000,0.000000,475.267151,890.88,33782.97,62990.39,26050.45
,1057,1057,4,522.355225,2.824,0.850848,,,522.355225@2.823883,522.355225@2.823883,,0.000,0.000000,522.355225,23618.12,62954.45,65478.79,63281.97
,1058,1058,2,113.024483,10.187,0.817149,,,113.024483@10.186534,113.024483@10.186534,,0.000,0.000000,113.024483,1415.42,41000.37,31426.12,51277.27
,1059,1059,2,301.005737,4.127,0.786222,,,301.005737@4.126783,301.005737@4.126783,,0.000,0.000000,301.005737,11733.91,67186.11,8702.03,39610.35
,1060,1060,1,168.997269,3.786,0.574342,,,168.997269@3.786308,168.997269@3.786308,,0.000,0.000000,168.997269,5127.04,30403.37,53632.48,43937.92
,1061,1061,3,570.729248,15.640,0.844715,,,570.729248@15.640296,570.729248@15.640296,,0.000,0.000000,570.729248,641.18,55390.03,74470.75,49042.33
,1062,1062,1,296.877106,3.706,0.702169,,,296.877106@3.705500,296.877106@3.705500,,0.000,0.000000,296.877106,3655.06,16052.61,38384.29,41764.88
,1063,1063,1,152.883667,6.631,0.622707,,,152.883667@6.631491,152.883667@6.631491,,0.000,0.000000,152.883667,1068.45,62430.62,60147.30,107986.77
,1064,1064,4,201.132599,7.094,0.825527,,,201.132599@7.093662,201.132599@7.093662,,0.000,0.000000,201.132599,4305.36,71390.60,59193.82,53748.56
,1065,1065,3,580.362793,3.044,0.850851,,,580.362793@3.044033,580.362793@3.044033,,0.000,0.000000,580.362793,0.00,50925.33,66180.01,60788.50
,1066,1066,3,448.277039,4.131,0.842583,,,448.277039@4.131467,448.277039@4.131467,,0.000,0.000000,448.277039,13169.84,52382.46,72708.18,54598.11
,1067,1067,3,181.087006,3.579,0.848069,,,181.087006@3.579492,181.087006@3.579492,,0.000,0.000000,181.087006,1912.93,53230.89,57085.60,49525.66
,1068,1068,2,378.190216,2.563,0.770870,,,378.190216@2.563044,378.190216@2.563044,,0.000,0.000000,378.190216,0.00,31965.68,67529.09,41736.24
,1069,1069,3,549.173523,12.080,0.850529,,,549.173523@12.080100,549.173523@12.080100,,0.000,0.000000,549.173523,0.00,70484.62,68620.84,58055.18
,1070,1070,4,385.234467,3.056,0.850597,,,385.234467@3.055971,385.234467@3.055971,,0.000,0.000000,385.234467,17588.94,54065.09,64315.39,50954.89
,1071,1071,3,352.262451,5.516,0.849239,,,352.262451@5.516394,352.262451@5.516394,,0.000,0.000000,352.262451,0.00,69051.91,52943.16,46981.62
,1072,1072,3,297.170715,4.117,0.822123,,,297.170715@4.117395,297.170715@4.117395,,0.000,0.000000,297.170715,11459.97,43472.59,53744.59,62771.11
,1073,1073,3,538.038269,13.405,0.850961,,,538.038269@13.404517,538.038269@13.404517,,0.000,0.000000,538.038269,0.00,70966.73,62077.93,72997.92
,1074,1074,3,581.007751,13.868,0.850198,,,581.007751@13.868023,581.007751@13.868023,,0.000,0.000000,581.007751,0.00,71286.20,59982.14,32389.27
,1075,1075,3,540.330994,7.074,0.850843,,,540.330994@7.073561,540.330994@7.073561,,0.000,0.000000,540.330994,0.00,67487.13,65835.69,63207.81
,1076,1076,2,305.023071,12.008,0.660899,,,305.023071@12.008045,305.023071@12.008045,,0.000,0.000000,305.023071,2684.02,33712.18,41980.09,49258.93
,1077,1077,1,343.898743,3.671,0.548715,,,343.898743@3.670508,343.898743@3.670508,,0.000,0.000000,343.898743,7883.45,40390.29,41418.06,36369.22
,1078,1078,3,669.061707,13.922,0.849981,,,669.061707@13.921775,669.061707@13.921775,,0.000,0.000000,669.061707,1776.80,38163.66,67823.54,29197.90
,1079,1079,2,195.175339,2.556,0.798981,,,195.175339@2.556138,195.175339@2.556138,,0.000,0.000000,195.175339,4335.00,40183.61,26853.17,7730.63
,1080,1080,1,470.260712,4.135,0.674590,,,470.260712@4.134955,470.260712@4.134955,,0.000,0.000000,470.260712,0.00,17552.94,51102.84,13778.18
,1081,1081,4,313.179901,3.979,0.850189,,,313.179901@3.979225,313.179901@3.979225,,0.000,0.000000,313.179901,15387.43,72512.66,54072.75,50848.68
,1082,1082,1,127.040085,10.595,0.796465,,,127.040085@10.595030,127.040085@10.595030,,0.000,0.000000,127.040085,2571.24,46907.86,58794.61,24411.80
,1083,1083,2,443.066132,12.952,0.850754,,,443.066132@12.952328,443.066132@12.952328,,0.000,0.000000,443.066132,0.00,52979.15,55488.54,35767.17
,1084,1084,3,116.007103,12.390,0.819470,,,116.007103@12.389958,116.007103@12.389958,,0.000,0.000000,116.007103,1287.51,51679.88,51298.57,65650.82
,1085,1085,3,179.058258,6.437,0.770775,,,179.058258@6.436513,179.058258@6.436513,,0.000,0.000000,179.058258,1066.60,59462.79,68475.16,59138.14
,1086,1086,2,318.121216,13.690,0.843744,,,318.121216@13.690040,318.121216@13.690040,,0.000,0.000000,318.121216,0.00,29415.98,52328.52,38053.04
,1087,1087,3,93.812477,2.576,0.851063,,,93.812477@2.576333,93.812477@2.576333,,0.000,0.000000,93.812477,31684.11,42784.70,16580.80,77609.84
,1088,1088,3,249.066040,4.177,0.851395,,,249.066040@4.177187,249.066040@4.177187,,0.000,0.000000,249.066040,2020.46,47502.47,56921.41,52908.22
,1089,1089,4,288.966797,11.935,0.841336,,,288.966797@11.935187,288.966797@11.935187,,0.000,0.000000,288.966797,8453.74,43817.50,57302.29,69990.24
,1090,1090,3,210.991791,13.779,0.844422,,,210.991791@13.778679,210.991791@13.778679,,0.000,0.000000,210.991791,4253.98,73852.76,38429.95,29957.74
,1091,1091,2,292.891510,3.210,0.647813,,,292.891510@3.209737,292.891510@3.209737,,0.000,0.000000,292.891510,4959.32,55423.26,49785.83,36209.52
,1092,1092,4,197.137634,2.867,0.851335,,,197.137634@2.866671,197.137634@2.866671,,0.000,0.000000,197.137634,22041.27,64681.35,61488.25,41149.56
,1093,1093,1,635.464417,4.103,0.735645,,,635.464417@4.102611,635.464417@4.102611,,0.000,0.000000,635.464417,0.00,46433.82,35471.41,14059.65
,1094,1094,3,556.317261,7.074,0.850573,,,556.317261@7.073561,556.317261@7.073561,,0.000,0.000000,556.317261,0.00,65247.68,54401.64,42660.63
,1095,1095,2,378.849579,2.057,0.850162,,,378.849579@2.056958,378.849579@2.056958,,0.000,0.000000,378.849579,3567.63,68268.34,32312.16,9964.95
,1096,1096,2,178.921280,13.608,0.802110,,,178.921280@13.607827,178.921280@13.607827,,0.000,0.000000,178.921280,0.00,27062.17,21654.76,21341.33
,1097,1097,3,212.129242,7.094,0.816780,,,212.129242@7.093662,212.129242@7.093662,,0.000,0.000000,212.129242,4855.38,50941.33,64513.11,34096.89
,1098,1098,3,378.198120,6.380,0.747869,,,378.198120@6.380445,378.198120@6.380445,,0.000,0.000000,378.198120,17214.26,66883.50,62688.19,64006.39
,1099,1099,3,314.270172,2.835,0.849309,,,314.270172@2.835117,314.270172@2.835117,,0.000,0.000000,314.270172,7601.08,39987.64,68262.25,32812.05
,1100,1100,3,178.369675,7.121,0.799012,,,178.369675@7.120646,178.369675@7.120646,,0.000,0.000000,178.369675,647.88,73082.34,74931.26,76676.82
,1101,1101,3,74.058037,2.577,0.850640,,,74.058037@2.576967,74.058037@2.576967,,0.000,0.000000,74.058037,0.00,53476.69,70716.34,44969.43
,1102,1102,1,256.961121,2.143,0.625881,,,256.961121@2.142846,256.961121@2.142846,,0.000,0.000000,256.961121,12341.80,51055.27,32971.81,25647.95
,1103,1103,4,241.192047,2.989,0.851337,,,241.192047@2.988571,241.192047@2.988571,,0.000,0.000000,241.192047,22543.43,57911.46,64499.42,46412.38
,1104,1104,3,153.065872,10.185,0.835032,,,153.065872@10.185370,153.065872@10.185370,,0.000,0.000000,153.065872,1293.06,50552.47,35895.50,70144.35
,1105,1105,4,232.570496,3.009,0.849983,,,232.570496@3.009296,232.570496@3.009296,,0.000,0.000000,232.570496,19697.03,59627.96,55595.75,52315.83
,1106,1106,4,204.056351,12.022,0.801472,,,204.056351@12.022208,204.056351@12.022208,,0.000,0.000000,204.056351,5897.87,35156.39,60305.55,59636.55
,1107,1107,3,201.018036,4.040,0.848603,,,201.018036@4.040067,201.018036@4.040067,,0.000,0.000000,201.018036,8570.53,62124.57,69155.10,46524.57
,1108,1108,2,753.513000,7.161,0.850523,,,753.513000@7.161406,753.513000@7.161406,,0.000,0.000000,753.513000,0.00,68925.84,71906.02,45600.96
,1109,1109,4,100.272408,2.576,0.850423,,,100.272408@2.575887,100.272408@2.575887,,0.000,0.000000,100.272408,21034.69,50099.84,72056.84,48762.07
,1110,1110,3,579.375305,7.086,0.850963,,,579.375305@7.086461,579.375305@7.086461,,0.000,0.000000,579.375305,0.00,70668.74,66667.22,54470.11
,1111,1111,4,313.071991,7.282,0.847223,,,313.071991@7.282392,313.071991@7.282392,,0.000,0.000000,313.071991,24611.15,66307.96,73828.77,59635.56
,1112,1112,4,470.287292,11.752,0.849132,,,470.287292@11.751996,470.287292@11.751996,,0.000,0.000000,470.287292,29135.23,75309.01,50827.57,33985.99
,1113,1113,3,244.127197,4.112,0.833702,,,244.127197@4.112221,244.127197@4.112221,,0.000,0.000000,244.127197,10549.44,66640.55,61985.36,49269.72
,1114,1114,3,263.044098,6.153,0.796192,,,263.044098@6.152939,263.044098@6.152939,,0.000,0.000000,263.044098,0.00,73457.20,59458.42,55730.08
,1115,1115,2,247.170303,4.163,0.841260,,,247.170303@4.162546,247.170303@4.162546,,0.000,0.000000,247.170303,1999.33,46911.53,60986.49,29657.26
,1116,1116,3,782.290894,2.224,0.850677,,,782.290894@2.224416,782.290894@2.224416,,0.000,0.000000,782.290894,1982.56,70417.94,44129.23,50895.66
,1117,1117,4,145.065918,2.596,0.796071,,,145.065918@2.596458,145.065918@2.596458,,0.000,0.000000,145.065918,16421.28,38341.93,29648.23,42535.09
,1118,1118,3,219.050156,6.951,0.849091,,,219.050156@6.951283,219.050156@6.951283,,0.000,0.000000,219.050156,4669.47,69823.82,61294.59,54532.88
,1119,1119,3,492.855621,15.553,0.851617,,,492.855621@15.553073,492.855621@15.553073,,0.000,0.000000,492.855621,0.00,16594.85,76955.56,44720.17
,1120,1120,1,516.273010,2.576,0.849224,,,516.273010@2.576494,516.273010@2.576494,,0.000,0.000000,516.273010,0.00,48078.57,74445.82,11902.78
,1121,1121,3,205.035431,13.889,0.686204,,,205.035431@13.889400,205.035431@13.889400,,0.000,0.000000,205.035431,1267.13,1498592.00,1062014.88,931527.31
,1122,1122,1,205.035416,16.089,0.640048,,,205.035416@16.089012,205.035416@16.089012,,0.000,0.000000,205.035416,4303.37,497013.50,474303.38,476234.09
,1123,1123,3,254.125763,3.664,0.850767,,,254.125763@3.663696,254.125763@3.663696,,0.000,0.000000,254.125763,2007.88,68886.60,60095.94,56382.45
,1124,1124,3,460.362823,2.840,0.850008,,,460.362823@2.839656,460.362823@2.839656,,0.000,0.000000,460.362823,17436.06,0.00,63643.11,55881.42
,1125,1125,3,406.210480,2.571,0.848419,,,406.210480@2.570800,406.210480@2.570800,,0.000,0.000000,406.210480,6815.86,44855.05,59336.72,53678.94
,1126,1126,3,147.029892,11.931,0.706892,,,147.029892@11.931237,147.029892@11.931237,,0.000,0.000000,147.029892,8402.66,52407.16,57517.17,53780.60
,1127,1127,3,680.461060,3.082,0.851047,,,680.461060@3.081792,680.461060@3.081792,,0.000,0.000000,680.461060,1510.14,45718.79,54926.47,58742.45
,1128,1128,4,354.239899,3.035,0.824498,,,354.239899@3.034683,354.239899@3.034683,,0.000,0.000000,354.239899,26018.54,67502.71,69711.76,50724.88
,1129,1129,3,203.074097,12.050,0.794296,,,203.074097@12.049800,203.074097@12.049800,,0.000,0.000000,203.074097,2267.19,58253.34,67437.32,36760.34
,1130,1130,4,287.150146,4.102,0.815762,,,287.150146@4.102475,287.150146@4.102475,,0.000,0.000000,287.150146,10884.04,52510.57,62787.84,54617.93
,1131,1131,3,335.842072,15.605,0.847057,,,335.842072@15.604946,335.842072@15.604946,,0.000,0.000000,335.842072,1099.91,75339.41,47173.56,29966.92
,1132,1132,3,542.059143,13.812,0.850881,,,542.059143@13.812478,542.059143@13.812478,,0.000,0.000000,542.059143,0.00,77224.46,63742.05,51579.03
,1133,1133,3,374.099762,2.999,0.850992,,,374.099762@2.998617,374.099762@2.998617,,0.000,0.000000,374.099762,2941.27,52879.19,59783.93,41157.39
,1134,1134,3,791.516724,2.602,0.849163,,,791.516724@2.602071,791.516724@2.602071,,0.000,0.000000,791.516724,19419.02,37097.07,50754.19,68318.28
,1135,1135,1,355.127075,3.744,0.635794,,,355.127075@3.744267,355.127075@3.744267,,0.000,0.000000,355.127075,676.17,78872.82,0.00,0.00
,1136,1136,4,213.160919,3.390,0.823878,,,213.160919@3.389679,213.160919@3.389679,,0.000,0.000000,213.160919,72986.60,665731.94,661228.25,463493.75
,1137,1137,2,350.883118,13.560,0.795557,,,350.883118@13.559878,350.883118@13.559878,,0.000,0.000000,350.883118,1766.94,44218.35,28515.62,26413.68
,1138,1138,4,153.092117,4.117,0.819483,,,153.092117@4.117042,153.092117@4.117042,,0.000,0.000000,153.092117,9924.43,45328.74,55937.20,61863.05
,1139,1139,3,356.171509,3.599,0.823736,,,356.171509@3.599204,356.171509@3.599204,,0.000,0.000000,356.171509,3647.96,65974.35,57716.77,55825.52
,1140,1140,3,203.103989,6.628,0.792413,,,203.103989@6.627883,203.103989@6.627883,,0.000,0.000000,203.103989,1480.91,58248.02,64002.20,65370.62
,1141,1141,3,475.126923,3.634,0.777809,,,475.126923@3.634296,475.126923@3.634296,,0.000,0.000000,475.126923,545.40,48510.72,63970.36,46153.00
,1142,1142,3,253.092926,11.833,0.850557,,,253.092926@11.833083,253.092926@11.833083,,0.000,0.000000,253.092926,468.02,80485.16,61410.89,51212.91
,1143,1143,3,526.270691,7.109,0.849949,,,526.270691@7.108633,526.270691@7.108633,,0.000,0.000000,526.270691,1104.53,32822.37,48979.92,37466.78
,1144,1144,3,427.321777,2.710,0.851312,,,427.321777@2.709539,427.321777@2.709539,,0.000,0.000000,427.321777,0.00,58913.36,74195.33,75054.74
,1145,1145,4,320.895508,4.577,0.840669,,,320.895508@4.577100,320.895508@4.577100,,0.000,0.000000,320.895508,21820.69,44644.54,51902.05,63421.62
,1146,1146,3,429.204102,7.141,0.850286,,,429.204102@7.140725,429.204102@7.140725,,0.000,0.000000,429.204102,474.24,70863.08,68044.47,65898.00
,1147,1147,2,153.006775,2.545,0.807732,,,153.006775@2.545433,153.006775@2.545433,,0.000,0.000000,153.006775,29317.91,27633.24,65014.03,49376.04
,1148,1148,3,506.888977,15.528,0.848888,,,506.888977@15.528242,506.888977@15.528242,,0.000,0.000000,506.888977,623.42,10750.55,79054.93,50454.35
,1149,1149,2,171.503891,4.089,0.779891,,,171.503891@4.088995,171.503891@4.088995,,0.000,0.000000,171.503891,0.00,69351.18,58774.61,65537.59
,1150,1150,3,605.318665,7.080,0.850964,,,605.318665@7.080261,605.318665@7.080261,,0.000,0.000000,605.318665,0.00,71330.66,61045.31,62487.17
,1151,1151,2,80.011787,3.524,0.694250,,,80.011787@3.524262,80.011787@3.524262,,0.000,0.000000,80.011787,767.22,23216.94,32038.95,50960.56
,1152,1152,3,257.150635,4.592,0.754779,,,257.150635@4.592054,257.150635@4.592054,,0.000,0.000000,257.150635,5184.79,56153.25,51971.47,48324.77
,1153,1153,3,785.172668,3.341,0.847425,,,785.172668@3.341167,785.172668@3.341167,,0.000,0.000000,785.172668,0.00,57925.44,76867.45,45157.82
,1154,1154,3,483.318695,5.081,0.841055,,,483.318695@5.080658,483.318695@5.080658,,0.000,0.000000,483.318695,908.65,78732.02,63348.60,38370.30
,1155,1155,3,243.080307,4.167,0.851395,,,243.080307@4.167350,243.080307@4.167350,,0.000,0.000000,243.080307,1552.41,61371.44,60187.15,53510.72
,1156,1156,4,285.182068,7.114,0.850736,,,285.182068@7.113663,285.182068@7.113663,,0.000,0.000000,285.182068,10833.31,71679.06,69037.05,58193.93
,1157,1157,3,588.834290,15.539,0.849615,,,588.834290@15.538789,588.834290@15.538789,,0.000,0.000000,588.834290,0.00,11220.30,79017.71,49178.64
,1158,1158,2,299.913330,3.581,0.675084,,,299.913330@3.581117,299.913330@3.581117,,0.000,0.000000,299.913330,2672.74,39957.67,34232.13,36653.97
,1159,1159,3,567.350159,7.074,0.850868,,,567.350159@7.073789,567.350159@7.073789,,0.000,0.000000,567.350159,0.00,50233.44,64064.47,52454.50
,1160,1160,1,251.201630,7.092,0.564816,,,251.201630@7.092050,251.201630@7.092050,,0.000,0.000000,251.201630,2070.17,23469.84,44844.84,25896.77
,1161,1161,3,568.652161,15.517,0.847235,,,568.652161@15.517166,568.652161@15.517166,,0.000,0.000000,568.652161,0.00,79420.72,41943.85,30640.06
,1162,1162,2,653.476135,2.597,0.851604,,,653.476135@2.597275,653.476135@2.597275,,0.000,0.000000,653.476135,1450.57,55200.23,65067.68,69962.79
,1163,1163,1,196.064072,4.537,0.688820,,,196.064072@4.537225,196.064072@4.537225,,0.000,0.000000,196.064072,7506.39,17516.69,68215.06,1049.55
,1164,1164,3,410.907928,15.597,0.849539,,,410.907928@15.596991,410.907928@15.596991,,0.000,0.000000,410.907928,3062.87,18034.99,76005.13,45116.63
,1165,1165,3,172.080902,3.712,0.730074,,,172.080902@3.712175,172.080902@3.712175,,0.000,0.000000,172.080902,37186.88,101056.32,109880.73,86996.16
,1166,1166,3,284.142212,4.103,0.848984,,,284.142212@4.102611,284.142212@4.102611,,0.000,0.000000,284.142212,0.00,70124.70,51318.93,49926.19
,1167,1167,4,207.103027,4.098,0.819287,,,207.103027@4.097554,207.103027@4.097554,,0.000,0.000000,207.103027,11117.44,52818.23,38675.56,40212.53
,1168,1168,3,125.946365,5.859,0.713957,,,125.946365@5.859387,125.946365@5.859387,,0.000,0.000000,125.946365,10228.83,39271.08,49662.17,37034.60
,1169,1169,1,203.048859,13.604,0.835153,,,203.048859@13.603796,203.048859@13.603796,,0.000,0.000000,203.048859,3784.80,43231.02,20792.63,11274.01
,1170,1170,3,412.245605,4.107,0.700150,,,412.245605@4.107438,412.245605@4.107438,,0.000,0.000000,412.245605,5074.08,57259.22,48180.36,32564.53
,1171,1171,4,290.945129,11.829,0.786646,,,290.945129@11.828842,290.945129@11.828842,,0.000,0.000000,290.945129,4173.95,40327.28,54456.03,64289.87
,1172,1172,3,159.128189,4.067,0.850588,,,159.128189@4.067354,159.128189@4.067354,,0.000,0.000000,159.128189,794.09,64322.86,66157.49,47578.48
,1173,1173,3,499.313965,4.127,0.850352,,,499.313965@4.126629,499.313965@4.126629,,0.000,0.000000,499.313965,18140.84,68699.73,49397.21,34981.69
,1174,1174,3,378.234406,4.117,0.849511,,,378.234406@4.117021,378.234406@4.117021,,0.000,0.000000,378.234406,11395.76,64746.46,61906.14,55625.95
,1175,1175,4,456.308044,8.808,0.840597,,,456.308044@8.808283,456.308044@8.808283,,0.000,0.000000,456.308044,30753.78,71353.85,68281.05,58246.46
,1176,1176,3,139.051300,5.779,0.731602,,,139.051300@5.779491,139.051300@5.779491,,0.000,0.000000,139.051300,4374.43,70859.78,59446.10,32988.75
,1177,1177,3,158.993439,7.067,0.770967,,,158.993439@7.067483,158.993439@7.067483,,0.000,0.000000,158.993439,953.18,28532.32,56648.45,34849.95
,1178,1178,2,291.161713,2.323,0.813598,,,291.161713@2.322979,291.161713@2.322979,,0.000,0.000000,291.161713,25155.37,73554.26,10067.95,33094.75
