label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,Blank,IO_12C_01,IO_12C_02,IO_12C_03
,1,1,1,338.930206,3.630,0.615531,,,338.930206@3.630141,338.930206@3.630141,,0.000,0.000000,338.930206,1586.70,19363.03,20097.91,13877.82
,2,2,2,317.197083,4.117,0.840855,,,317.197083@4.117021,317.197083@4.117021,,0.000,0.000000,317.197083,8637.37,29438.74,40149.73,29762.38
,3,3,2,72.993141,12.066,0.646345,,,72.993141@12.066362,72.993141@12.066362,,0.000,0.000000,72.993141,11176.19,77517.53,109257.77,86365.75
,4,4,1,72.993126,13.404,0.688184,,,72.993126@13.403663,72.993126@13.403663,,0.000,0.000000,72.993126,9999.93,43296.71,37663.64,33670.55
,5,5,1,155.946899,13.309,0.679935,,,155.946899@13.308937,155.946899@13.308937,,0.000,0.000000,155.946899,3290.76,36780.63,33935.43,26424.60
,6,6,3,663.324524,7.080,0.849889,,,663.324524@7.079988,663.324524@7.079988,,0.000,0.000000,663.324524,0.00,35921.93,30165.96,25789.74
,7,7,3,380.934662,16.008,0.828833,,,380.934662@16.008163,380.934662@16.008163,,0.000,0.000000,380.934662,2502.57,30018.83,43452.75,36203.36
,8,8,2,806.448547,7.261,0.708222,,,806.448547@7.261461,806.448547@7.261461,,0.000,0.000000,806.448547,0.00,30881.34,19424.05,27447.94
,9,9,3,427.847168,14.005,0.766684,,,427.847168@14.005375,427.847168@14.005375,,0.000,0.000000,427.847168,1014.28,36973.43,37905.29,21783.78
,10,10,1,163.040115,11.225,0.796773,,,163.040115@11.224796,163.040115@11.224796,,0.000,0.000000,163.040115,5016.59,30528.29,39022.02,17524.24
,11,11,3,430.213287,7.061,0.745350,,,430.213287@7.060844,430.213287@7.060844,,0.000,0.000000,430.213287,0.00,37905.21,26654.44,23905.69
,12,12,3,180.020004,7.027,0.850384,,,180.020004@7.026821,180.020004@7.026821,,0.000,0.000000,180.020004,892.17,45368.64,41498.86,28731.23
,13,13,2,319.055878,6.513,0.632112,,,319.055878@6.513278,319.055878@6.513278,,0.000,0.000000,319.055878,0.00,19363.38,17255.38,22952.59
,14,14,3,322.275055,2.990,0.850168,,,322.275055@2.989545,322.275055@2.989545,,0.000,0.000000,322.275055,0.00,34631.80,37552.44,36344.48
,15,15,4,481.303375,7.073,0.751261,,,481.303375@7.072558,481.303375@7.072558,,0.000,0.000000,481.303375,3832.74,35778.73,40455.43,34079.46
,16,16,3,312.118805,10.228,0.849304,,,312.118805@10.227872,312.118805@10.227872,,0.000,0.000000,312.118805,0.00,44916.44,19228.59,17935.87
,17,17,3,377.978149,12.924,0.833541,,,377.978149@12.923783,377.978149@12.923783,,0.000,0.000000,377.978149,1030.08,24624.65,30176.61,33914.72
,18,18,1,308.890900,15.519,0.643258,,,308.890900@15.519167,308.890900@15.519167,,0.000,0.000000,308.890900,1529.17,24357.41,32519.43,30287.01
,19,19,1,258.982147,11.827,0.774301,,,258.982147@11.826850,258.982147@11.826850,,0.000,0.000000,258.982147,2260.03,36476.25,35019.15,37707.84
,20,20,1,80.965164,13.619,0.751696,,,80.965164@13.619312,80.965164@13.619312,,0.000,0.000000,80.965164,2828.39,16793.45,5207.76,24477.28
,21,21,2,492.309937,6.643,0.607969,,,492.309937@6.643446,492.309937@6.643446,,0.000,0.000000,492.309937,5028.21,26672.12,27359.04,28022.70
,22,22,1,343.011688,4.034,0.778130,,,343.011688@4.034400,343.011688@4.034400,,0.000,0.000000,343.011688,0.00,40657.34,41259.65,35002.82
,23,23,3,415.067322,7.088,0.850235,,,415.067322@7.087600,415.067322@7.087600,,0.000,0.000000,415.067322,3055.48,41437.64,44284.94,42558.22
,24,24,3,351.871307,15.611,0.836400,,,351.871307@15.610671,351.871307@15.610671,,0.000,0.000000,351.871307,483.57,27913.77,37996.14,25434.91
,25,25,2,363.205017,7.088,0.849362,,,363.205017@7.088017,363.205017@7.088017,,0.000,0.000000,363.205017,811.98,22105.70,33195.84,29584.91
,26,26,2,232.020264,12.913,0.849678,,,232.020264@12.913287,232.020264@12.913287,,0.000,0.000000,232.020264,638.04,32980.41,38571.28,29172.09
,27,27,3,530.716797,15.546,0.766851,,,530.716797@15.545992,530.716797@15.545992,,0.000,0.000000,530.716797,370.21,42010.52,35870.14,25578.77
,28,28,1,282.983795,6.482,0.672048,,,282.983795@6.482000,282.983795@6.482000,,0.000,0.000000,282.983795,1083.88,23923.78,21812.08,26168.80
,29,29,2,155.019150,3.532,0.718141,,,155.019150@3.532492,155.019150@3.532492,,0.000,0.000000,155.019150,2696.64,24499.93,27033.10,14789.76
,30,30,4,615.449463,3.072,0.849650,,,615.449463@3.071642,615.449463@3.071642,,0.000,0.000000,615.449463,7299.15,36220.28,40914.46,38215.92
,31,31,3,282.993408,13.869,0.739064,,,282.993408@13.868595,282.993408@13.868595,,0.000,0.000000,282.993408,0.00,43269.45,22248.71,37336.27
,32,32,1,358.991547,7.015,0.632577,,,358.991547@7.014872,358.991547@7.014872,,0.000,0.000000,358.991547,0.00,31069.39,29311.14,28174.72
,33,33,3,280.885986,15.542,0.789837,,,280.885986@15.542034,280.885986@15.542034,,0.000,0.000000,280.885986,6381.55,21089.14,42070.11,25995.80
,34,34,3,476.309418,4.568,0.849867,,,476.309418@4.567572,476.309418@4.567572,,0.000,0.000000,476.309418,0.00,43478.91,41550.00,26543.82
,35,35,3,344.071564,13.411,0.850485,,,344.071564@13.411144,344.071564@13.411144,,0.000,0.000000,344.071564,0.00,19859.73,39954.60,15302.83
,36,36,3,284.927673,11.862,0.764193,,,284.927673@11.862391,284.927673@11.862391,,0.000,0.000000,284.927673,4119.53,30425.10,43989.96,45505.36
,37,37,3,642.092041,3.589,0.779859,,,642.092041@3.588833,642.092041@3.588833,,0.000,0.000000,642.092041,3951.93,25551.91,26249.06,31522.32
,38,38,2,187.024826,16.074,0.795117,,,187.024826@16.073963,187.024826@16.073963,,0.000,0.000000,187.024826,1902.94,37401.16,38403.44,37062.27
,39,39,1,109.029556,10.611,0.611870,,,109.029556@10.611438,109.029556@10.611438,,0.000,0.000000,109.029556,1094.85,29870.32,34963.11,14830.67
,40,40,2,499.324860,2.318,0.604137,,,499.324860@2.318150,499.324860@2.318150,,0.000,0.000000,499.324860,0.00,21028.58,20741.45,29245.06
,41,41,1,176.983765,2.596,0.839688,,,176.983765@2.596379,176.983765@2.596379,,0.000,0.000000,176.983765,8429.79,9991.44,14598.48,38116.75
,42,42,3,588.298523,7.061,0.835230,,,588.298523@7.060844,588.298523@7.060844,,0.000,0.000000,588.298523,0.00,43293.61,40577.57,35796.97
,43,43,3,269.032257,4.127,0.829635,,,269.032257@4.126595,269.032257@4.126595,,0.000,0.000000,269.032257,2401.53,29506.87,35427.72,26311.21
,44,44,3,447.234863,3.037,0.849182,,,447.234863@3.037245,447.234863@3.037245,,0.000,0.000000,447.234863,0.00,22481.52,48801.58,19640.71
,45,45,2,380.150177,4.102,0.848854,,,380.150177@4.102442,380.150177@4.102442,,0.000,0.000000,380.150177,2293.19,36573.72,18192.24,9362.06
,46,46,2,96.045517,4.132,0.820653,,,96.045517@4.131750,96.045517@4.131750,,0.000,0.000000,96.045517,11264.39,35275.78,42718.97,33230.98
,47,47,1,293.165131,4.109,0.814150,,,293.165131@4.109078,293.165131@4.109078,,0.000,0.000000,293.165131,0.00,24557.55,13080.68,17016.10
,48,48,1,380.951538,6.441,0.559922,,,380.951538@6.441279,380.951538@6.441279,,0.000,0.000000,380.951538,1285.93,15553.05,20931.59,17528.74
,49,49,3,449.251434,3.089,0.850462,,,449.251434@3.088667,449.251434@3.088667,,0.000,0.000000,449.251434,2022.34,21807.26,39766.78,20812.87
,50,50,3,394.296844,4.048,0.845961,,,394.296844@4.048178,394.296844@4.048178,,0.000,0.000000,394.296844,0.00,38200.52,27382.08,28902.02
,51,51,2,432.872833,15.549,0.811975,,,432.872833@15.549137,432.872833@15.549137,,0.000,0.000000,432.872833,1881.39,10384.12,40197.85,32802.25
,52,52,2,344.227142,4.127,0.841353,,,344.227142@4.126783,344.227142@4.126783,,0.000,0.000000,344.227142,9746.45,20428.49,45641.91,27247.11
,53,53,2,145.069946,12.954,0.849482,,,145.069946@12.953625,145.069946@12.953625,,0.000,0.000000,145.069946,678.56,38159.88,36519.30,28360.93
,54,54,3,341.113342,4.127,0.622377,,,341.113342@4.126629,341.113342@4.126629,,0.000,0.000000,341.113342,10833.92,39799.32,33870.63,33805.12
,55,55,1,242.076904,3.331,0.678718,,,242.076904@3.331496,242.076904@3.331496,,0.000,0.000000,242.076904,1811.05,20161.41,19068.79,35171.16
,56,56,3,665.496643,7.048,0.848880,,,665.496643@7.048039,665.496643@7.048039,,0.000,0.000000,665.496643,0.00,44592.78,30176.70,21569.24
,57,57,2,206.155075,2.819,0.815884,,,206.155075@2.819267,206.155075@2.819267,,0.000,0.000000,206.155075,11197.98,33949.80,34157.53,26926.16
,58,58,1,850.565735,7.274,0.643380,,,850.565735@7.274023,850.565735@7.274023,,0.000,0.000000,850.565735,0.00,24859.30,28532.27,20804.63
,59,59,3,359.067444,3.036,0.849882,,,359.067444@3.035654,359.067444@3.035654,,0.000,0.000000,359.067444,6882.17,19600.27,38427.60,30753.63
,60,60,2,149.081909,6.140,0.691042,,,149.081909@6.139595,149.081909@6.139595,,0.000,0.000000,149.081909,0.00,34472.43,36323.39,38827.36
,61,61,3,393.276184,4.127,0.850174,,,393.276184@4.127162,393.276184@4.127162,,0.000,0.000000,393.276184,3875.97,38586.98,32132.16,29503.48
,62,62,1,111.045204,11.877,0.736408,,,111.045204@11.876888,111.045204@11.876888,,0.000,0.000000,111.045204,2374.75,32601.46,32903.15,26935.71
,63,63,2,171.957794,3.552,0.755413,,,171.957794@3.551538,171.957794@3.551538,,0.000,0.000000,171.957794,2134.82,37175.93,6269.87,12648.86
,64,64,2,232.959625,12.996,0.849980,,,232.959625@12.996296,232.959625@12.996296,,0.000,0.000000,232.959625,415.18,37702.11,31446.27,32874.61
,65,65,2,273.170776,2.602,0.678635,,,273.170776@2.601692,273.170776@2.601692,,0.000,0.000000,273.170776,14931.63,31917.99,43002.08,24125.25
,66,66,4,436.281982,3.061,0.842604,,,436.281982@3.061154,436.281982@3.061154,,0.000,0.000000,436.281982,9575.45,32621.28,43251.50,30455.96
,67,67,2,203.981094,13.193,0.850384,,,203.981094@13.192561,203.981094@13.192561,,0.000,0.000000,203.981094,0.00,42320.90,25322.93,44928.32
,68,68,3,204.988693,5.003,0.841304,,,204.988693@5.002612,204.988693@5.002612,,0.000,0.000000,204.988693,968.87,30461.32,45962.00,26761.01
,69,69,4,275.552521,2.659,0.734441,,,275.552521@2.658992,275.552521@2.658992,,0.000,0.000000,275.552521,12073.35,24119.85,36880.16,19194.79
,70,70,3,514.357605,6.706,0.767454,,,514.357605@6.706439,514.357605@6.706439,,0.000,0.000000,514.357605,0.00,27452.84,33740.35,28662.33
,71,71,2,355.995392,13.363,0.848236,,,355.995392@13.362884,355.995392@13.362884,,0.000,0.000000,355.995392,0.00,28109.62,35987.88,41572.10
,72,72,3,476.241913,2.618,0.611966,,,476.241913@2.618222,476.241913@2.618222,,0.000,0.000000,476.241913,0.00,18581.47,30565.73,17487.46
,73,73,2,72.993118,4.134,0.651791,,,72.993118@4.133804,72.993118@4.133804,,0.000,0.000000,72.993118,5508.89,23513.87,32304.86,28326.48
,74,74,3,574.315674,7.074,0.849912,,,574.315674@7.073789,574.315674@7.073789,,0.000,0.000000,574.315674,0.00,20006.04,34132.50,21278.25
,75,75,4,369.203186,7.114,0.848462,,,369.203186@7.114104,369.203186@7.114104,,0.000,0.000000,369.203186,8172.83,45613.67,38333.05,38130.99
,76,76,2,303.049957,13.486,0.848932,,,303.049957@13.486394,303.049957@13.486394,,0.000,0.000000,303.049957,0.00,41035.01,40742.80,38905.52
,77,77,2,225.795868,7.176,0.836535,,,225.795868@7.175621,225.795868@7.175621,,0.000,0.000000,225.795868,6277.63,38814.71,15218.84,11207.75
,78,78,3,228.960709,13.411,0.850320,,,228.960709@13.411400,228.960709@13.411400,,0.000,0.000000,228.960709,0.00,29576.15,36286.23,32292.00
,79,79,1,125.993462,12.194,0.748348,,,125.993462@12.194170,125.993462@12.194170,,0.000,0.000000,125.993462,2230.88,20119.06,25701.78,28937.77
,80,80,1,277.122589,4.137,0.816654,,,277.122589@4.136554,277.122589@4.136554,,0.000,0.000000,277.122589,3494.00,35079.29,32339.80,26644.78
,81,81,3,267.953094,13.418,0.848435,,,267.953094@13.417800,267.953094@13.417800,,0.000,0.000000,267.953094,0.00,45394.79,39629.84,44600.59
,82,82,1,219.080353,3.554,0.849856,,,219.080353@3.553929,219.080353@3.553929,,0.000,0.000000,219.080353,1529.05,35420.98,8399.40,46198.51
,83,83,4,204.970657,3.216,0.789574,,,204.970657@3.216258,204.970657@3.216258,,0.000,0.000000,204.970657,9115.65,34407.28,42789.09,45640.42
,84,84,3,214.018616,4.053,0.670711,,,214.018616@4.052729,214.018616@4.052729,,0.000,0.000000,214.018616,5456.27,26106.38,35269.50,34434.21
,85,85,3,523.072327,3.972,0.848990,,,523.072327@3.971878,523.072327@3.971878,,0.000,0.000000,523.072327,0.00,27760.43,35107.06,25711.78
,86,86,4,550.165405,2.792,0.849963,,,550.165405@2.791571,550.165405@2.791571,,0.000,0.000000,550.165405,10368.67,28023.31,39514.04,29039.58
,87,87,2,502.270111,7.074,0.849858,,,502.270111@7.073561,502.270111@7.073561,,0.000,0.000000,502.270111,0.00,30546.63,38370.38,33489.26
,88,88,3,321.059052,13.405,0.849351,,,321.059052@13.404517,321.059052@13.404517,,0.000,0.000000,321.059052,0.00,38947.77,19246.86,34787.49
,89,89,4,150.027786,4.083,0.850278,,,150.027786@4.082862,150.027786@4.082862,,0.000,0.000000,150.027786,7191.68,25820.28,11962.51,24180.53
,90,90,2,554.775574,13.700,0.848300,,,554.775574@13.700225,554.775574@13.700225,,0.000,0.000000,554.775574,7927.73,33204.42,26436.28,34531.20
,91,91,3,251.057068,3.656,0.842228,,,251.057068@3.655713,251.057068@3.655713,,0.000,0.000000,251.057068,3391.27,23757.05,42936.52,25870.60
,92,92,3,534.148926,2.228,0.850237,,,534.148926@2.228096,534.148926@2.228096,,0.000,0.000000,534.148926,4535.58,30218.77,43866.07,20850.16
,93,93,3,399.294281,2.824,0.849740,,,399.294281@2.824283,399.294281@2.824283,,0.000,0.000000,399.294281,0.00,47048.89,41339.75,34151.58
,94,94,3,412.828003,16.103,0.754404,,,412.828003@16.103458,412.828003@16.103458,,0.000,0.000000,412.828003,5172.11,43032.48,30369.16,27279.08
,95,95,3,483.133392,13.868,0.850075,,,483.133392@13.868023,483.133392@13.868023,,0.000,0.000000,483.133392,0.00,45955.88,33652.29,24844.23
,96,96,1,252.160553,4.102,0.758313,,,252.160553@4.102475,252.160553@4.102475,,0.000,0.000000,252.160553,7392.21,37599.43,22520.75,32077.91
,97,97,3,572.291992,7.086,0.850701,,,572.291992@7.086472,572.291992@7.086472,,0.000,0.000000,572.291992,0.00,39698.00,39532.38,33247.26
,98,98,1,271.060120,4.108,0.664401,,,271.060120@4.107646,271.060120@4.107646,,0.000,0.000000,271.060120,1852.85,39034.37,16282.04,10078.99
,99,99,3,216.964951,3.621,0.847799,,,216.964951@3.621272,216.964951@3.621272,,0.000,0.000000,216.964951,0.00,31017.36,21065.62,35427.19
,100,100,1,168.979446,4.096,0.754209,,,168.979446@4.096283,168.979446@4.096283,,0.000,0.000000,168.979446,5021.27,19121.37,32443.32,17053.12
,101,101,2,305.135620,4.117,0.608501,,,305.135620@4.117021,305.135620@4.117021,,0.000,0.000000,305.135620,3575.86,30249.38,27495.27,17976.05
,102,102,3,343.989899,13.370,0.844330,,,343.989899@13.369805,343.989899@13.369805,,0.000,0.000000,343.989899,0.00,32947.68,40600.92,31545.21
,103,103,1,281.014191,7.052,0.729403,,,281.014191@7.051978,281.014191@7.051978,,0.000,0.000000,281.014191,0.00,37168.20,23490.18,28573.11
,104,104,1,417.212463,2.597,0.838020,,,417.212463@2.597267,417.212463@2.597267,,0.000,0.000000,417.212463,1496.11,17413.99,26496.56,11342.78
,105,105,3,238.156189,7.237,0.847634,,,238.156189@7.236771,238.156189@7.236771,,0.000,0.000000,238.156189,6750.39,32008.16,43130.08,30973.80
,106,106,3,212.092865,7.110,0.746082,,,212.092865@7.109621,212.092865@7.109621,,0.000,0.000000,212.092865,8367.35,26886.19,33409.98,32162.69
,107,107,1,298.108368,2.556,0.698334,,,298.108368@2.556361,298.108368@2.556361,,0.000,0.000000,298.108368,0.00,10249.43,33946.93,12223.19
,108,108,3,507.328857,7.080,0.850291,,,507.328857@7.080261,507.328857@7.080261,,0.000,0.000000,507.328857,0.00,33526.98,38839.53,42107.00
,109,109,3,152.986359,13.883,0.817218,,,152.986359@13.883300,152.986359@13.883300,,0.000,0.000000,152.986359,3946.04,49062.89,26839.98,18803.49
,110,110,2,121.021469,4.066,0.707187,,,121.021469@4.066466,121.021469@4.066466,,0.000,0.000000,121.021469,6991.31,24591.17,35013.26,22240.03
,111,111,2,147.029877,7.256,0.703340,,,147.029877@7.255883,147.029877@7.255883,,0.000,0.000000,147.029877,2447.42,28508.08,25478.62,21866.14
,112,112,1,312.055878,4.122,0.781089,,,312.055878@4.121955,312.055878@4.121955,,0.000,0.000000,312.055878,0.00,15698.23,28278.96,5692.30
,113,113,2,480.263397,2.625,0.623022,,,480.263397@2.624900,480.263397@2.624900,,0.000,0.000000,480.263397,0.00,18917.57,28032.02,8090.25
,114,114,3,441.335846,4.552,0.826215,,,441.335846@4.551828,441.335846@4.551828,,0.000,0.000000,441.335846,0.00,44661.29,43331.56,27566.15
,115,115,3,166.960205,13.418,0.850630,,,166.960205@13.418167,166.960205@13.418167,,0.000,0.000000,166.960205,0.00,38453.99,44799.89,42348.47
,116,116,4,342.824310,15.798,0.834688,,,342.824310@15.797638,342.824310@15.797638,,0.000,0.000000,342.824310,2047.67,46265.59,42231.20,31492.21
,117,117,2,313.984894,13.355,0.714147,,,313.984894@13.355000,313.984894@13.355000,,0.000,0.000000,313.984894,0.00,27307.28,35815.21,34572.96
,118,118,2,821.502625,7.237,0.843113,,,821.502625@7.236706,821.502625@7.236706,,0.000,0.000000,821.502625,0.00,7965.40,37400.57,46162.24
,119,119,4,246.098267,4.113,0.738501,,,246.098267@4.112613,246.098267@4.112613,,0.000,0.000000,246.098267,6201.55,32145.44,42683.43,20657.39
,120,120,3,613.301758,7.067,0.850084,,,613.301758@7.067089,613.301758@7.067089,,0.000,0.000000,613.301758,0.00,39770.03,36525.64,39006.35
,121,121,3,520.154419,2.643,0.842424,,,520.154419@2.643492,520.154419@2.643492,,0.000,0.000000,520.154419,1814.08,20548.66,31964.43,29190.97
,122,122,3,438.297363,7.172,0.850293,,,438.297363@7.172404,438.297363@7.172404,,0.000,0.000000,438.297363,3931.77,37545.86,39395.21,22363.75
,123,123,3,384.250488,4.343,0.828716,,,384.250488@4.343111,384.250488@4.343111,,0.000,0.000000,384.250488,0.00,33467.41,48252.75,28745.28
,124,124,3,858.037109,13.785,0.850379,,,858.037109@13.785278,858.037109@13.785278,,0.000,0.000000,858.037109,0.00,44766.06,43061.25,14916.87
,125,125,2,161.061218,2.612,0.785195,,,161.061218@2.612083,161.061218@2.612083,,0.000,0.000000,161.061218,13376.89,43928.81,44619.25,38680.50
,126,126,3,127.003693,3.713,0.734009,,,127.003693@3.713350,127.003693@3.713350,,0.000,0.000000,127.003693,7033.57,32439.90,30974.71,41792.58
,127,127,3,430.353821,2.755,0.829155,,,430.353821@2.754817,430.353821@2.754817,,0.000,0.000000,430.353821,3842.89,40512.81,24260.85,35175.63
,128,128,1,577.305481,7.067,0.735367,,,577.305481@7.067089,577.305481@7.067089,,0.000,0.000000,577.305481,0.00,26831.73,31795.38,32969.07
,129,129,1,95.985672,3.614,0.541506,,,95.985672@3.614271,95.985672@3.614271,,0.000,0.000000,95.985672,2044.88,21632.32,21903.41,24891.98
,130,130,4,363.157104,7.081,0.843840,,,363.157104@7.081208,363.157104@7.081208,,0.000,0.000000,363.157104,2882.81,39680.25,34128.07,20715.88
,131,131,3,241.995926,13.363,0.726762,,,241.995926@13.362884,241.995926@13.362884,,0.000,0.000000,241.995926,0.00,35653.51,28055.70,29059.80
,132,132,3,391.029327,3.594,0.768837,,,391.029327@3.594078,391.029327@3.594078,,0.000,0.000000,391.029327,0.00,39718.14,30323.88,34378.88
,133,133,3,528.348755,5.831,0.686862,,,528.348755@5.831217,528.348755@5.831217,,0.000,0.000000,528.348755,0.00,29542.17,25353.17,21360.18
,134,134,1,235.039246,4.011,0.638278,,,235.039246@4.010950,235.039246@4.010950,,0.000,0.000000,235.039246,2899.72,31614.47,23007.90,29037.15
,135,135,2,172.994202,8.976,0.731003,,,172.994202@8.976334,172.994202@8.976334,,0.000,0.000000,172.994202,260.50,31492.53,15933.11,12634.36
,136,136,2,325.980682,12.899,0.850076,,,325.980682@12.899475,325.980682@12.899475,,0.000,0.000000,325.980682,656.61,40824.01,36833.76,29729.08
,137,137,3,376.022308,13.418,0.848497,,,376.022308@13.417994,376.022308@13.417994,,0.000,0.000000,376.022308,0.00,32468.12,42189.55,49644.39
,138,138,3,463.267456,7.102,0.849758,,,463.267456@7.102350,463.267456@7.102350,,0.000,0.000000,463.267456,1105.95,35282.82,36365.68,28505.30
,139,139,3,753.034851,13.431,0.849684,,,753.034851@13.431394,753.034851@13.431394,,0.000,0.000000,753.034851,0.00,43846.42,40225.31,45381.60
,140,140,3,435.031128,13.370,0.846937,,,435.031128@13.369878,435.031128@13.369878,,0.000,0.000000,435.031128,0.00,47408.83,36908.71,33757.69
,141,141,2,261.125671,2.602,0.643605,,,261.125671@2.601916,261.125671@2.601916,,0.000,0.000000,261.125671,1501.52,26324.20,48179.52,18560.75
,142,142,3,268.924438,15.903,0.848781,,,268.924438@15.902625,268.924438@15.902625,,0.000,0.000000,268.924438,7650.69,39626.55,47701.14,11492.91
,143,143,1,91.013100,13.645,0.754720,,,91.013100@13.644675,91.013100@13.644675,,0.000,0.000000,91.013100,6313.86,17723.84,3046.44,3500.99
,144,144,1,295.176300,2.146,0.850651,,,295.176300@2.145729,295.176300@2.145729,,0.000,0.000000,295.176300,4720.54,48100.20,3071.99,1779.47
,145,145,2,290.945068,12.212,0.724919,,,290.945068@12.212058,290.945068@12.212058,,0.000,0.000000,290.945068,3637.15,25061.90,34570.67,37997.57
,146,146,3,178.934006,15.813,0.830324,,,178.934006@15.812854,178.934006@15.812854,,0.000,0.000000,178.934006,9442.70,42149.97,45879.39,27645.16
,147,147,3,125.993446,11.860,0.729114,,,125.993446@11.860304,125.993446@11.860304,,0.000,0.000000,125.993446,1531.65,32131.19,41568.44,44870.48
,148,148,3,329.208374,4.142,0.818897,,,329.208374@4.141729,329.208374@4.141729,,0.000,0.000000,329.208374,8675.33,33642.93,35965.93,38273.11
,149,149,2,391.288574,4.067,0.798128,,,391.288574@4.066612,391.288574@4.066612,,0.000,0.000000,391.288574,7040.44,36820.15,21480.58,20211.85
,150,150,1,661.384644,2.118,0.850220,,,661.384644@2.117733,661.384644@2.117733,,0.000,0.000000,661.384644,903.88,42960.89,4867.65,1568.19
,151,151,2,699.479492,4.998,0.776977,,,699.479492@4.997979,699.479492@4.997979,,0.000,0.000000,699.479492,2499.14,34595.62,31299.94,20048.53
,152,152,1,401.970551,13.507,0.686524,,,401.970551@13.507199,401.970551@13.507199,,0.000,0.000000,401.970551,0.00,21078.56,19433.65,15014.08
,153,153,1,300.944550,13.566,0.591992,,,300.944550@13.566073,300.944550@13.566073,,0.000,0.000000,300.944550,0.00,17762.43,18706.15,13946.73
,154,154,3,133.032806,2.774,0.771969,,,133.032806@2.773642,133.032806@2.773642,,0.000,0.000000,133.032806,2358.68,41348.35,45034.43,33415.92
,155,155,1,441.336823,4.103,0.837215,,,441.336823@4.102966,441.336823@4.102966,,0.000,0.000000,441.336823,10025.02,8390.16,31369.56,28724.00
,156,156,3,303.194214,4.103,0.845824,,,303.194214@4.103209,303.194214@4.103209,,0.000,0.000000,303.194214,6785.89,15218.85,30585.80,32746.23
,157,157,3,292.143463,7.299,0.848973,,,292.143463@7.298883,292.143463@7.298883,,0.000,0.000000,292.143463,0.00,35108.51,30748.12,34615.00
,158,158,3,413.240540,7.171,0.844222,,,413.240540@7.171004,413.240540@7.171004,,0.000,0.000000,413.240540,6152.81,40587.03,38987.06,31703.55
,159,159,3,115.059425,12.256,0.838839,,,115.059425@12.255558,115.059425@12.255558,,0.000,0.000000,115.059425,764.29,49636.08,48155.08,42548.11
,160,160,1,200.020081,4.134,0.687818,,,200.020081@4.133625,200.020081@4.133625,,0.000,0.000000,200.020081,4346.67,24051.34,11307.94,16605.92
,161,161,1,215.959625,2.077,0.820173,,,215.959625@2.076550,215.959625@2.076550,,0.000,0.000000,215.959625,10729.14,21542.00,40391.78,36725.26
,162,162,4,421.318542,3.072,0.849198,,,421.318542@3.071850,421.318542@3.071850,,0.000,0.000000,421.318542,9563.67,29538.74,41954.77,26814.22
,163,163,3,575.053406,3.972,0.846614,,,575.053406@3.971767,575.053406@3.971767,,0.000,0.000000,575.053406,0.00,28560.31,42898.12,31017.88
,164,164,1,170.995346,4.000,0.674261,,,170.995346@4.000479,170.995346@4.000479,,0.000,0.000000,170.995346,9211.49,26238.80,24050.60,25654.92
,165,165,1,318.887909,3.578,0.671881,,,318.887909@3.577804,318.887909@3.577804,,0.000,0.000000,318.887909,2516.79,24514.66,21958.86,20007.81
,166,166,1,173.984375,3.964,0.691327,,,173.984375@3.963617,173.984375@3.963617,,0.000,0.000000,173.984375,5836.21,21235.10,19516.10,25701.34
,167,167,2,145.014282,13.798,0.721855,,,145.014282@13.797954,145.014282@13.797954,,0.000,0.000000,145.014282,1753.97,47437.40,45680.91,16103.05
,168,168,2,265.995178,13.759,0.744262,,,265.995178@13.758703,265.995178@13.758703,,0.000,0.000000,265.995178,1425.20,43821.03,40861.81,57737.46
,169,169,3,84.053665,4.137,0.719414,,,84.053665@4.136554,84.053665@4.136554,,0.000,0.000000,84.053665,8348.54,36023.86,30970.63,18564.22
,170,170,3,430.990204,13.868,0.849635,,,430.990204@13.868023,430.990204@13.868023,,0.000,0.000000,430.990204,0.00,43279.31,31018.72,44409.58
,171,171,3,373.043915,12.184,0.823589,,,373.043915@12.183504,373.043915@12.183504,,0.000,0.000000,373.043915,417.73,40594.31,40646.04,39661.58
,172,172,2,366.093414,12.147,0.692734,,,366.093414@12.146778,366.093414@12.146778,,0.000,0.000000,366.093414,0.00,31236.97,27503.07,32177.75
,173,173,3,184.505936,7.230,0.850367,,,184.505936@7.230295,184.505936@7.230295,,0.000,0.000000,184.505936,0.00,36961.05,41805.99,43580.30
,174,174,2,446.276031,2.888,0.848452,,,446.276031@2.887717,446.276031@2.887717,,0.000,0.000000,446.276031,0.00,29639.98,38696.47,42265.50
,175,175,1,325.034058,13.507,0.634687,,,325.034058@13.507199,325.034058@13.507199,,0.000,0.000000,325.034058,0.00,37132.40,21556.52,26383.92
,176,176,2,725.037415,13.436,0.848808,,,725.037415@13.435846,725.037415@13.435846,,0.000,0.000000,725.037415,1827.12,47221.71,28106.95,41350.70
,177,177,1,133.029510,4.049,0.757592,,,133.029510@4.049413,133.029510@4.049413,,0.000,0.000000,133.029510,984.12,37595.39,26557.48,17902.90
,178,178,2,576.379395,4.122,0.748516,,,576.379395@4.121825,576.379395@4.121825,,0.000,0.000000,576.379395,7209.78,31565.45,33603.09,15924.57
,179,179,3,461.245209,5.349,0.796965,,,461.245209@5.349439,461.245209@5.349439,,0.000,0.000000,461.245209,0.00,46281.93,33799.04,21041.24
