label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,blank,RT_12C_01,RT_12C_02,RT_12C_03
,4150,4150,3,466.293640,7.013,0.853473,,,466.293640@7.012879,466.293640@7.012879,,0.000,0.000000,466.293640,5534.33,474510.66,415616.34,356265.38
,4151,4151,4,183.004791,2.035,0.832998,,,183.004791@2.034533,183.004791@2.034533,,0.000,0.000000,183.004791,187655.75,302110.62,466023.62,351338.03
,4152,4152,3,675.520508,2.422,0.814990,,,675.520508@2.422206,675.520508@2.422206,,0.000,0.000000,675.520508,0.00,240665.42,165102.00,402508.22
,4153,4153,4,245.175781,4.083,0.853879,,,245.175781@4.083438,245.175781@4.083438,,0.000,0.000000,245.175781,16514.62,466545.50,343245.72,343017.03
,4154,4154,4,255.232849,2.462,0.830509,,,255.232849@2.461675,255.232849@2.461675,,0.000,0.000000,255.232849,937780224.00,2681904128.00,2292690176.00,2402390784.00
,4155,4155,3,255.232834,3.446,0.681516,,,255.232834@3.446467,255.232834@3.446467,,0.000,0.000000,255.232834,4823332.50,45840044.00,35530332.00,59456164.00
,4156,4156,4,98.949097,1.927,0.830637,,,98.949097@1.927333,98.949097@1.927333,,0.000,0.000000,98.949097,140443.30,241856.20,413031.66,473765.78
,4157,4157,1,296.881866,13.551,0.804146,,,296.881866@13.551173,296.881866@13.551173,,0.000,0.000000,296.881866,0.00,45925.92,35173.98,43315.84
,4158,4158,3,153.017242,11.844,0.812063,,,153.017242@11.844113,153.017242@11.844113,,0.000,0.000000,153.017242,1856.83,491916.75,420998.16,448004.41
,4159,4159,4,426.967987,2.005,0.852963,,,426.967987@2.004725,426.967987@2.004725,,0.000,0.000000,426.967987,168217.69,463436.75,423509.53,394094.62
,4160,4160,3,364.155579,2.601,0.853149,,,364.155579@2.600558,364.155579@2.600558,,0.000,0.000000,364.155579,48221.49,386790.50,448126.22,440761.03
,4161,4161,3,76.012169,3.072,0.808835,,,76.012169@3.071546,76.012169@3.071546,,0.000,0.000000,76.012169,91382.34,437088.41,476816.00,357587.38
,4162,4162,3,431.222565,7.033,0.854685,,,431.222565@7.032680,431.222565@7.032680,,0.000,0.000000,431.222565,1680.55,332745.72,470735.34,366974.00
,4163,4163,3,316.739136,2.147,0.855080,,,316.739136@2.147356,316.739136@2.147356,,0.000,0.000000,316.739136,0.00,437817.22,432107.00,493632.75
,4164,4164,4,265.132385,6.074,0.848836,,,265.132385@6.073900,265.132385@6.073900,,0.000,0.000000,265.132385,31907.54,378573.47,216235.50,484660.38
,4165,4165,2,433.263000,2.528,0.824393,,,433.263000@2.528112,433.263000@2.528112,,0.000,0.000000,433.263000,99953.52,154134.64,411441.91,229592.95
,4166,4166,3,379.082611,13.758,0.852933,,,379.082611@13.757678,379.082611@13.757678,,0.000,0.000000,379.082611,0.00,235025.27,308940.91,225056.06
,4167,4167,3,198.881302,13.969,0.852678,,,198.881302@13.969062,198.881302@13.969062,,0.000,0.000000,198.881302,0.00,441464.88,418053.62,456956.38
,4168,4168,3,483.133270,13.758,0.852654,,,483.133270@13.757678,483.133270@13.757678,,0.000,0.000000,483.133270,0.00,391461.72,416214.00,322104.19
,4169,4169,3,74.032867,13.373,0.852954,,,74.032867@13.373363,74.032867@13.373363,,0.000,0.000000,74.032867,3854.41,455089.38,414857.50,470952.66
,4170,4170,2,248.581818,2.345,0.851351,,,248.581818@2.344758,248.581818@2.344758,,0.000,0.000000,248.581818,135819.19,140305.23,507850.50,152402.08
,4171,4171,3,487.328430,6.768,0.845626,,,487.328430@6.767679,487.328430@6.767679,,0.000,0.000000,487.328430,54095.25,324413.09,191521.95,322178.88
,4172,4172,3,276.876465,13.920,0.810781,,,276.876465@13.920079,276.876465@13.920079,,0.000,0.000000,276.876465,39741.33,246224.05,296792.09,396841.50
,4173,4173,4,326.244873,4.136,0.854315,,,326.244873@4.136300,326.244873@4.136300,,0.000,0.000000,326.244873,100004.56,470035.41,376866.62,497834.09
,4174,4174,3,572.292053,7.016,0.852990,,,572.292053@7.015900,572.292053@7.015900,,0.000,0.000000,572.292053,0.00,449526.72,491764.16,366694.38
,4175,4175,3,177.092133,2.586,0.808154,,,177.092133@2.586283,177.092133@2.586283,,0.000,0.000000,177.092133,185620.52,411052.16,377015.12,473538.12
,4176,4176,3,170.004349,2.713,0.818105,,,170.004349@2.713296,170.004349@2.713296,,0.000,0.000000,170.004349,1766.53,431001.50,492539.75,301508.53
,4177,4177,4,415.017822,16.034,0.830355,,,415.017822@16.034426,415.017822@16.034426,,0.000,0.000000,415.017822,30646.60,315960.91,331568.47,320196.28
,4178,4178,3,477.281738,3.015,0.853094,,,477.281738@3.015250,477.281738@3.015250,,0.000,0.000000,477.281738,0.00,432585.75,481115.59,346334.78
,4179,4179,4,186.158188,2.630,0.853698,,,186.158188@2.629904,186.158188@2.629904,,0.000,0.000000,186.158188,103325.15,419016.34,455378.72,335682.97
,4180,4180,2,583.494385,2.557,0.725735,,,583.494385@2.556728,583.494385@2.556728,,0.000,0.000000,583.494385,0.00,187285.89,162479.30,160286.14
,4181,4181,4,675.480591,7.153,0.835315,,,675.480591@7.153454,675.480591@7.153454,,0.000,0.000000,675.480591,197941.39,421326.25,436633.72,452487.75
,4182,4182,3,210.041092,3.266,0.723409,,,210.041092@3.265717,210.041092@3.265717,,0.000,0.000000,210.041092,5796.34,476604.47,365934.59,356577.34
,4183,4183,1,263.165283,2.566,0.527131,,,263.165283@2.566371,263.165283@2.566371,,0.000,0.000000,263.165283,13690.03,316463.88,222814.95,298369.91
,4184,4184,3,192.956879,13.549,0.834405,,,192.956879@13.549309,192.956879@13.549309,,0.000,0.000000,192.956879,6246.70,525848.31,427264.75,449504.50
,4185,4185,2,398.104401,6.901,0.710744,,,398.104401@6.901313,398.104401@6.901313,,0.000,0.000000,398.104401,110935.73,440610.59,389085.34,457821.00
,4186,4186,3,700.324585,2.390,0.854144,,,700.324585@2.390392,700.324585@2.390392,,0.000,0.000000,700.324585,92496.46,188446.70,392789.53,257645.25
,4187,4187,4,595.419006,7.586,0.837850,,,595.419006@7.585896,595.419006@7.585896,,0.000,0.000000,595.419006,185856.17,363560.66,496775.41,349282.97
,4188,4188,3,147.049225,13.533,0.853440,,,147.049225@13.533126,147.049225@13.533126,,0.000,0.000000,147.049225,2679.51,404926.38,481712.88,389593.03
,4189,4189,3,246.150116,2.581,0.775928,,,246.150116@2.580979,246.150116@2.580979,,0.000,0.000000,246.150116,14702.33,265796.78,227686.23,284000.97
,4190,4190,3,148.069641,3.732,0.798197,,,148.069641@3.732122,148.069641@3.732122,,0.000,0.000000,148.069641,0.00,495697.47,331456.75,468859.78
,4191,4191,3,409.236755,7.018,0.854479,,,409.236755@7.017955,409.236755@7.017955,,0.000,0.000000,409.236755,4368.82,363267.16,479697.41,296955.34
,4192,4192,4,505.114014,2.334,0.854451,,,505.114014@2.333558,505.114014@2.333558,,0.000,0.000000,505.114014,102617.66,276281.25,484337.84,426425.00
,4193,4193,4,455.323914,7.186,0.831002,,,455.323914@7.186080,455.323914@7.186080,,0.000,0.000000,455.323914,153968.30,421758.66,440843.16,460642.75
,4194,4194,2,169.986404,4.039,0.693221,,,169.986404@4.039217,169.986404@4.039217,,0.000,0.000000,169.986404,8843.99,504221.59,495020.59,365418.91
,4195,4195,3,525.489075,2.435,0.609862,,,525.489075@2.434700,525.489075@2.434700,,0.000,0.000000,525.489075,0.00,288964.72,321257.00,438351.53
,4196,4196,3,548.172180,11.898,0.850646,,,548.172180@11.897872,548.172180@11.897872,,0.000,0.000000,548.172180,0.00,551069.69,377149.75,464333.66
,4197,4197,4,262.068146,3.004,0.852743,,,262.068146@3.004058,262.068146@3.004058,,0.000,0.000000,262.068146,86736.96,344679.88,258875.38,437237.97
,4198,4198,3,300.870209,2.166,0.834956,,,300.870209@2.166021,300.870209@2.166021,,0.000,0.000000,300.870209,20811.15,510306.78,461376.53,434224.75
,4199,4199,3,735.480225,4.115,0.853585,,,735.480225@4.114656,735.480225@4.114656,,0.000,0.000000,735.480225,0.00,452821.12,473659.84,390586.34
,4200,4200,2,376.856842,14.109,0.779709,,,376.856842@14.109171,376.856842@14.109171,,0.000,0.000000,376.856842,186778.77,520509.16,500658.12,432428.47
,4201,4201,4,407.224487,7.355,0.836955,,,407.224487@7.354709,407.224487@7.354709,,0.000,0.000000,407.224487,167833.06,468804.53,332208.31,511469.16
,4202,4202,4,371.238098,9.962,0.842782,,,371.238098@9.962355,371.238098@9.962355,,0.000,0.000000,371.238098,211816.25,491656.66,396161.34,510780.34
,4203,4203,1,275.201477,2.547,0.613307,,,275.201477@2.547117,275.201477@2.547117,,0.000,0.000000,275.201477,7058.38,67585.10,144372.64,186686.86
,4204,4204,4,376.200897,6.509,0.851003,,,376.200897@6.509083,376.200897@6.509083,,0.000,0.000000,376.200897,67929.37,379640.03,203896.36,505214.72
,4205,4205,4,285.181885,4.448,0.829550,,,285.181885@4.447738,285.181885@4.447738,,0.000,0.000000,285.181885,67863.23,334060.28,164874.36,520065.62
,4206,4206,3,479.356903,1.921,0.851642,,,479.356903@1.921279,479.356903@1.921279,,0.000,0.000000,479.356903,11070.48,9012.56,61693.86,500469.03
,4207,4207,3,433.236267,7.028,0.854933,,,433.236267@7.027880,433.236267@7.027880,,0.000,0.000000,433.236267,4504.40,344710.03,475168.72,349443.09
,4208,4208,1,176.933746,13.862,0.610114,,,176.933746@13.862050,176.933746@13.862050,,0.000,0.000000,176.933746,2548.25,476753.88,547329.50,544632.69
,4209,4209,3,304.960663,14.088,0.839058,,,304.960663@14.088028,304.960663@14.088028,,0.000,0.000000,304.960663,0.00,508276.91,467200.03,409182.47
,4210,4210,1,404.028168,4.127,0.589960,,,404.028168@4.127428,404.028168@4.127428,,0.000,0.000000,404.028168,0.00,433160.16,320542.78,345157.47
,4211,4211,4,169.375397,7.177,0.840020,,,169.375397@7.176583,169.375397@7.176583,,0.000,0.000000,169.375397,200117.70,524751.31,487740.41,508185.50
,4212,4212,4,343.249329,2.679,0.850278,,,343.249329@2.678792,343.249329@2.678792,,0.000,0.000000,343.249329,103867.04,526765.25,487981.09,454156.12
,4213,4213,4,312.229248,4.432,0.832846,,,312.229248@4.432150,312.229248@4.432150,,0.000,0.000000,312.229248,151623.80,509681.88,373787.72,466790.66
,4214,4214,4,357.203217,12.441,0.836279,,,357.203217@12.441279,357.203217@12.441279,,0.000,0.000000,357.203217,146677.33,509069.84,354030.41,430227.66
,4215,4215,4,87.008789,4.079,0.810565,,,87.008789@4.078658,87.008789@4.078658,,0.000,0.000000,87.008789,341110.59,4947683.50,3614230.75,4900884.00
,4216,4216,3,87.008797,5.371,0.676362,,,87.008797@5.370592,87.008797@5.370592,,0.000,0.000000,87.008797,40118.12,5129779.50,3610875.25,4601747.50
,4217,4217,1,87.008804,7.114,0.552069,,,87.008804@7.114058,87.008804@7.114058,,0.000,0.000000,87.008804,78306.07,548360.19,510200.50,538016.31
,4218,4218,3,98.955879,13.867,0.830328,,,98.955879@13.866876,98.955879@13.866876,,0.000,0.000000,98.955879,132116.03,39815868.00,32550586.00,36641836.00
,4219,4219,4,272.150360,6.993,0.835182,,,272.150360@6.992905,272.150360@6.992905,,0.000,0.000000,272.150360,109497.59,414359.72,327344.38,469490.00
,4220,4220,4,218.852005,14.119,0.851378,,,218.852005@14.118914,218.852005@14.118914,,0.000,0.000000,218.852005,194393.80,527320.69,492438.09,514091.50
,4221,4221,3,257.845062,13.924,0.854164,,,257.845062@13.924067,257.845062@13.924067,,0.000,0.000000,257.845062,0.00,423926.34,406444.75,423976.00
,4222,4222,3,162.056122,2.762,0.823255,,,162.056122@2.762396,162.056122@2.762396,,0.000,0.000000,162.056122,9746.23,414333.88,504865.09,383007.34
,4223,4223,4,303.217682,4.068,0.835654,,,303.217682@4.068304,303.217682@4.068304,,0.000,0.000000,303.217682,39449.89,480775.50,381416.59,401302.66
,4224,4224,3,465.341522,1.927,0.851792,,,465.341522@1.927333,465.341522@1.927333,,0.000,0.000000,465.341522,13251.12,13523.07,70451.91,490365.22
,4225,4225,3,149.045593,11.794,0.797130,,,149.045593@11.793579,149.045593@11.793579,,0.000,0.000000,149.045593,3283.53,517004.53,363981.34,452473.47
,4226,4226,3,554.346375,7.013,0.853979,,,554.346375@7.012879,554.346375@7.012879,,0.000,0.000000,554.346375,3712.91,494687.25,471883.59,446118.00
,4227,4227,4,311.222870,2.698,0.849555,,,311.222870@2.698375,311.222870@2.698375,,0.000,0.000000,311.222870,106789.06,556635.06,525293.75,455994.34
,4228,4228,4,446.117432,3.731,0.722816,,,446.117432@3.730996,446.117432@3.730996,,0.000,0.000000,446.117432,104622.98,404770.75,549189.44,507203.47
,4229,4229,3,281.978790,13.539,0.851115,,,281.978790@13.538606,281.978790@13.538606,,0.000,0.000000,281.978790,0.00,568704.81,554027.94,478932.59
,4230,4230,3,773.430054,7.002,0.834766,,,773.430054@7.001942,773.430054@7.001942,,0.000,0.000000,773.430054,1266.75,477214.88,370869.41,541449.50
,4231,4231,4,276.977814,6.617,0.805839,,,276.977814@6.617492,276.977814@6.617492,,0.000,0.000000,276.977814,203194.58,509846.25,410182.66,513752.53
,4232,4232,3,287.205658,4.108,0.820706,,,287.205658@4.108384,287.205658@4.108384,,0.000,0.000000,287.205658,0.00,460059.62,468163.88,404451.41
,4233,4233,3,197.154785,2.539,0.756994,,,197.154785@2.538671,197.154785@2.538671,,0.000,0.000000,197.154785,21604.67,222677.94,226443.58,377909.34
,4234,4234,2,159.065155,4.103,0.729174,,,159.065155@4.102925,159.065155@4.102925,,0.000,0.000000,159.065155,91674.62,446475.84,367579.59,316079.84
,4235,4235,3,272.231232,4.069,0.832816,,,272.231232@4.068501,272.231232@4.068501,,0.000,0.000000,272.231232,66539.41,512118.41,469590.84,461538.03
,4236,4236,3,263.044067,6.235,0.854156,,,263.044067@6.235195,263.044067@6.235195,,0.000,0.000000,263.044067,0.00,579431.69,391169.38,560047.44
,4237,4237,3,169.065948,2.601,0.851999,,,169.065948@2.600617,169.065948@2.600617,,0.000,0.000000,169.065948,171484.02,397897.03,542498.75,286709.28
,4238,4238,1,219.139252,2.567,0.728767,,,219.139252@2.566887,219.139252@2.566887,,0.000,0.000000,219.139252,53898.17,440582.75,416923.66,443557.28
,4239,4239,3,280.200104,2.700,0.851528,,,280.200104@2.700428,280.200104@2.700428,,0.000,0.000000,280.200104,0.00,546415.81,559481.19,488664.00
,4240,4240,4,314.905273,6.492,0.795708,,,314.905273@6.491658,314.905273@6.491658,,0.000,0.000000,314.905273,234357.50,559655.44,495923.59,530088.50
,4241,4241,1,184.019897,2.492,0.637794,,,184.019897@2.491833,184.019897@2.491833,,0.000,0.000000,184.019897,0.00,122398.66,316506.97,293861.19
,4242,4242,3,831.503174,6.979,0.831993,,,831.503174@6.978511,831.503174@6.978511,,0.000,0.000000,831.503174,0.00,481651.84,479230.78,405460.91
,4243,4243,4,714.441467,7.070,0.850099,,,714.441467@7.070179,714.441467@7.070179,,0.000,0.000000,714.441467,70955.43,507779.72,398032.34,522929.50
,4244,4244,4,323.189911,1.969,0.852027,,,323.189911@1.968904,323.189911@1.968904,,0.000,0.000000,323.189911,163818.95,328934.38,524048.00,171406.92
,4245,4245,2,787.179077,2.376,0.832302,,,787.179077@2.375933,787.179077@2.375933,,0.000,0.000000,787.179077,56296.89,290399.75,435452.41,322896.25
,4246,4246,4,143.082626,6.602,0.840703,,,143.082626@6.602442,143.082626@6.602442,,0.000,0.000000,143.082626,252610.23,493968.53,290456.31,560864.56
,4247,4247,1,205.123474,2.533,0.757850,,,205.123474@2.532917,205.123474@2.532917,,0.000,0.000000,205.123474,94020.82,143256.78,370279.41,148183.45
,4248,4248,3,469.023346,13.755,0.853554,,,469.023346@13.755083,469.023346@13.755083,,0.000,0.000000,469.023346,5270.64,454469.88,482214.47,420704.16
,4249,4249,3,280.199860,4.076,0.853540,,,280.199860@4.076361,280.199860@4.076361,,0.000,0.000000,280.199860,0.00,554843.19,545435.31,414061.25
,4250,4250,3,341.118469,2.538,0.851777,,,341.118469@2.537796,341.118469@2.537796,,0.000,0.000000,341.118469,35322.43,266659.16,281329.88,338414.59
,4251,4251,2,639.126038,2.531,0.760309,,,639.126038@2.530750,639.126038@2.530750,,0.000,0.000000,639.126038,0.00,127547.79,302532.75,171617.25
,4252,4252,4,259.191589,2.709,0.837744,,,259.191589@2.708500,259.191589@2.708500,,0.000,0.000000,259.191589,79621.16,479602.72,376535.16,379213.62
,4253,4253,3,838.524231,4.250,0.850856,,,838.524231@4.250333,838.524231@4.250333,,0.000,0.000000,838.524231,0.00,560857.81,541798.31,276827.78
,4254,4254,4,281.223694,2.827,0.830937,,,281.223694@2.827292,281.223694@2.827292,,0.000,0.000000,281.223694,182239.25,490842.38,318244.66,467395.34
,4255,4255,4,331.918823,6.655,0.797083,,,331.918823@6.654900,331.918823@6.654900,,0.000,0.000000,331.918823,218108.58,535439.38,438714.78,512936.41
,4256,4256,3,316.191742,4.102,0.853661,,,316.191742@4.102028,316.191742@4.102028,,0.000,0.000000,316.191742,0.00,446994.00,363159.00,443777.53
,4257,4257,3,401.145721,13.777,0.852343,,,401.145721@13.777383,401.145721@13.777383,,0.000,0.000000,401.145721,0.00,235629.00,236789.83,265284.28
,4258,4258,2,651.518433,2.375,0.812238,,,651.518433@2.375496,651.518433@2.375496,,0.000,0.000000,651.518433,1876.21,107373.37,332461.25,273101.78
,4259,4259,3,114.980324,13.583,0.854099,,,114.980324@13.582734,114.980324@13.582734,,0.000,0.000000,114.980324,3855.07,568661.69,495232.91,521391.41
,4260,4260,1,193.087708,2.479,0.768288,,,193.087708@2.478942,193.087708@2.478942,,0.000,0.000000,193.087708,55690.70,285978.66,106045.25,225027.31
,4261,4261,4,696.511230,13.072,0.851735,,,696.511230@13.072495,696.511230@13.072495,,0.000,0.000000,696.511230,108057.73,532291.44,566248.69,518881.53
,4262,4262,4,81.034607,4.113,0.827909,,,81.034607@4.112567,81.034607@4.112567,,0.000,0.000000,81.034607,111644.75,400131.66,276184.41,432196.41
,4263,4263,1,397.245728,3.734,0.845324,,,397.245728@3.734062,397.245728@3.734062,,0.000,0.000000,397.245728,48068.71,707643.69,775861.56,572911.81
,4264,4264,3,386.986450,14.067,0.799704,,,386.986450@14.067239,386.986450@14.067239,,0.000,0.000000,386.986450,0.00,384446.00,450986.34,370376.91
,4265,4265,1,338.314545,2.361,0.545013,,,338.314545@2.360733,338.314545@2.360733,,0.000,0.000000,338.314545,13796.99,457828.00,540357.31,425508.00
,4266,4266,4,433.140503,1.904,0.852594,,,433.140503@1.903533,433.140503@1.903533,,0.000,0.000000,433.140503,129813.04,539068.56,312642.53,347551.28
,4267,4267,3,345.149780,2.567,0.853807,,,345.149780@2.567204,345.149780@2.567204,,0.000,0.000000,345.149780,43816.43,545065.69,428031.03,488453.16
,4268,4268,3,130.066208,4.115,0.803913,,,130.066208@4.114656,130.066208@4.114656,,0.000,0.000000,130.066208,0.00,489874.84,442638.34,449043.72
,4269,4269,3,291.135071,6.496,0.751717,,,291.135071@6.495508,291.135071@6.495508,,0.000,0.000000,291.135071,1298.54,544648.44,307654.66,418209.59
,4270,4270,3,205.035446,14.371,0.696217,,,205.035446@14.370517,205.035446@14.370517,,0.000,0.000000,205.035446,3961.98,17153402.00,17021778.00,15492239.00
,4271,4271,1,205.035461,15.839,0.751069,,,205.035461@15.838938,205.035461@15.838938,,0.000,0.000000,205.035461,13401.39,6512325.50,6110817.50,5942826.50
,4272,4272,4,491.308533,6.767,0.804057,,,491.308533@6.767171,491.308533@6.767171,,0.000,0.000000,491.308533,90135.90,511211.66,314752.03,556920.94
,4273,4273,4,440.332428,3.109,0.827392,,,440.332428@3.109454,440.332428@3.109454,,0.000,0.000000,440.332428,130318.88,518494.50,533001.69,480142.34
,4274,4274,3,327.228882,3.104,0.739120,,,327.228882@3.103571,327.228882@3.103571,,0.000,0.000000,327.228882,52304.28,461325.59,439528.62,383687.34
,4275,4275,3,85.029541,11.764,0.833738,,,85.029541@11.763988,85.029541@11.763988,,0.000,0.000000,85.029541,21783.98,2582062.75,1868757.00,2212994.75
,4276,4276,3,85.029526,14.019,0.783170,,,85.029526@14.019108,85.029526@14.019108,,0.000,0.000000,85.029526,17952.13,10206006.00,8052920.50,8528031.00
,4277,4277,4,223.026550,10.916,0.811925,,,223.026550@10.915716,223.026550@10.915716,,0.000,0.000000,223.026550,35707.28,503412.28,391761.03,327901.44
,4278,4278,3,131.035004,4.073,0.824495,,,131.035004@4.073279,131.035004@4.073279,,0.000,0.000000,131.035004,7704.55,497098.34,448971.66,430690.91
,4279,4279,3,189.076935,3.809,0.795614,,,189.076935@3.809242,189.076935@3.809242,,0.000,0.000000,189.076935,5664.52,533010.31,311961.28,421097.59
,4280,4280,4,166.014648,2.310,0.822379,,,166.014648@2.310500,166.014648@2.310500,,0.000,0.000000,166.014648,171223.94,503734.62,361072.50,504834.47
,4281,4281,3,319.828339,13.990,0.853468,,,319.828339@13.990479,319.828339@13.990479,,0.000,0.000000,319.828339,0.00,465274.03,532755.19,496021.09
,4282,4282,2,147.066299,7.153,0.659474,,,147.066299@7.153433,147.066299@7.153433,,0.000,0.000000,147.066299,11591.94,590737.94,458299.12,747469.00
,4283,4283,4,483.318787,9.968,0.842781,,,483.318787@9.968229,483.318787@9.968229,,0.000,0.000000,483.318787,252308.20,463650.47,573343.44,462928.41
,4284,4284,4,474.286072,1.945,0.853764,,,474.286072@1.945221,474.286072@1.945221,,0.000,0.000000,474.286072,108841.60,482554.28,523567.09,450764.47
,4285,4285,3,87.008820,11.360,0.736737,,,87.008820@11.359841,87.008820@11.359841,,0.000,0.000000,87.008820,49049.34,549266.06,423562.97,470520.53
,4286,4286,3,722.488770,3.015,0.832253,,,722.488770@3.015250,722.488770@3.015250,,0.000,0.000000,722.488770,0.00,558443.31,439371.97,414419.97
,4287,4287,3,844.570801,4.211,0.853909,,,844.570801@4.210878,844.570801@4.210878,,0.000,0.000000,844.570801,0.00,514746.00,527077.69,252329.73
,4288,4288,3,510.358795,4.108,0.853829,,,510.358795@4.108384,510.358795@4.108384,,0.000,0.000000,510.358795,0.00,386681.00,548611.19,323826.06
,4289,4289,3,746.506165,2.365,0.824844,,,746.506165@2.365172,746.506165@2.365172,,0.000,0.000000,746.506165,0.00,438340.12,445844.09,442967.09
,4290,4290,4,297.207153,4.079,0.836955,,,297.207153@4.078879,297.207153@4.078879,,0.000,0.000000,297.207153,20492.98,569272.31,544141.25,431873.59
,4291,4291,3,455.354401,4.044,0.853982,,,455.354401@4.043838,455.354401@4.043838,,0.000,0.000000,455.354401,20247.53,552230.00,535278.44,361624.28
,4292,4292,3,507.442169,2.467,0.817050,,,507.442169@2.466683,507.442169@2.466683,,0.000,0.000000,507.442169,0.00,352238.25,478719.25,365591.00
,4293,4293,3,839.564209,4.231,0.853768,,,839.564209@4.230522,839.564209@4.230522,,0.000,0.000000,839.564209,0.00,526683.81,531192.06,335510.12
,4294,4294,3,568.539307,2.405,0.790518,,,568.539307@2.404850,568.539307@2.404850,,0.000,0.000000,568.539307,28325.09,423522.66,370532.41,447466.09
,4295,4295,3,129.019348,7.138,0.758058,,,129.019348@7.138004,129.019348@7.138004,,0.000,0.000000,129.019348,12130.98,549852.25,409621.72,516258.88
,4296,4296,4,329.922546,6.626,0.804910,,,329.922546@6.625762,329.922546@6.625762,,0.000,0.000000,329.922546,213345.23,595480.81,455983.47,586835.56
,4297,4297,3,501.395172,2.576,0.808533,,,501.395172@2.576317,501.395172@2.576317,,0.000,0.000000,501.395172,0.00,402049.00,395777.38,498936.78
,4298,4298,3,479.297485,3.021,0.853007,,,479.297485@3.021461,479.297485@3.021461,,0.000,0.000000,479.297485,0.00,544254.50,562979.81,453533.50
,4299,4299,3,159.055298,11.201,0.804550,,,159.055298@11.201054,159.055298@11.201054,,0.000,0.000000,159.055298,671.82,588826.56,464386.34,507031.09
,4300,4300,4,718.479553,7.089,0.834372,,,718.479553@7.088925,718.479553@7.088925,,0.000,0.000000,718.479553,150343.00,545193.06,397948.25,451520.84
,4301,4301,2,245.894684,2.562,0.719313,,,245.894684@2.561550,245.894684@2.561550,,0.000,0.000000,245.894684,7528.48,212933.02,291881.34,213588.39
,4302,4302,1,179.071426,2.452,0.540781,,,179.071426@2.451996,179.071426@2.451996,,0.000,0.000000,179.071426,73832.02,400177.28,202212.48,321692.56
,4303,4303,3,358.839844,13.986,0.852934,,,358.839844@13.985834,358.839844@13.985834,,0.000,0.000000,358.839844,9517.43,509649.75,524753.00,544998.31
,4304,4304,2,371.974426,16.035,0.621881,,,371.974426@16.034698,371.974426@16.034698,,0.000,0.000000,371.974426,68110.77,996628.81,1001547.00,899532.19
,4305,4305,4,292.836670,14.098,0.852804,,,292.836670@14.097841,292.836670@14.097841,,0.000,0.000000,292.836670,179622.05,597757.94,546188.44,557256.00
,4306,4306,3,607.077881,13.804,0.839412,,,607.077881@13.803645,607.077881@13.803645,,0.000,0.000000,607.077881,0.00,503137.00,492181.84,421239.00
,4307,4307,3,434.308716,2.385,0.852092,,,434.308716@2.385363,434.308716@2.385363,,0.000,0.000000,434.308716,234379.36,533419.69,263856.47,261840.30
,4308,4308,4,277.131958,4.127,0.764046,,,277.131958@4.126891,277.131958@4.126891,,0.000,0.000000,277.131958,88832.23,443796.38,252428.25,534153.44
,4309,4309,3,280.995483,13.515,0.854219,,,280.995483@13.514750,280.995483@13.514750,,0.000,0.000000,280.995483,8864.23,583070.94,477789.78,501297.97
,4310,4310,1,299.083923,2.514,0.796895,,,299.083923@2.514071,299.083923@2.514071,,0.000,0.000000,299.083923,38381.44,151373.98,402304.91,148817.33
,4311,4311,3,266.900360,14.081,0.852463,,,266.900360@14.081073,266.900360@14.081073,,0.000,0.000000,266.900360,0.00,622563.81,427047.50,440614.25
,4312,4312,3,719.465881,3.015,0.834793,,,719.465881@3.015250,719.465881@3.015250,,0.000,0.000000,719.465881,0.00,544736.56,508588.66,467062.91
,4313,4313,3,580.324219,3.018,0.853844,,,580.324219@3.018092,580.324219@3.018092,,0.000,0.000000,580.324219,3048.57,548780.00,609403.69,524388.69
,4314,4314,3,841.579407,4.211,0.852050,,,841.579407@4.210878,841.579407@4.210878,,0.000,0.000000,841.579407,0.00,527051.44,468070.62,272147.06
,4315,4315,2,70.059746,2.410,0.515296,,,70.059746@2.409517,70.059746@2.409517,,0.000,0.000000,70.059746,0.00,361973.97,374237.75,293861.38
,4316,4316,2,203.074265,13.929,0.822853,,,203.074265@13.928509,203.074265@13.928509,,0.000,0.000000,203.074265,65656.43,554130.69,475488.59,460845.62
,4317,4317,3,135.045151,2.790,0.808288,,,135.045151@2.789508,135.045151@2.789508,,0.000,0.000000,135.045151,49884.64,521160.91,564888.00,479667.00
,4318,4318,4,401.105286,2.664,0.853124,,,401.105286@2.664200,401.105286@2.664200,,0.000,0.000000,401.105286,57926.88,217342.92,518043.91,299226.59
,4319,4319,4,196.134354,2.881,0.839654,,,196.134354@2.881463,196.134354@2.881463,,0.000,0.000000,196.134354,220105.94,543763.62,414840.47,588281.56
,4320,4320,2,441.081146,13.784,0.851007,,,441.081146@13.784144,441.081146@13.784144,,0.000,0.000000,441.081146,0.00,463129.59,304579.78,288219.91
,4321,4321,4,136.048492,4.058,0.850752,,,136.048492@4.058288,136.048492@4.058288,,0.000,0.000000,136.048492,84126.62,512107.12,493799.34,386835.50
,4322,4322,3,242.079956,13.132,0.850087,,,242.079956@13.132100,242.079956@13.132100,,0.000,0.000000,242.079956,0.00,517856.72,586780.44,476216.41
