label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,blank,RT_12C_01,RT_12C_02,RT_12C_03
,1,1,3,97.959488,13.915,0.834063,,,97.959488@13.914697,97.959488@13.914697,,0.000,0.000000,97.959488,7229.39,6712022.50,5426336.50,5640204.00
,2,2,1,97.959518,16.091,0.607046,,,97.959518@16.090616,97.959518@16.090616,,0.000,0.000000,97.959518,13321.48,55660.46,43556.80,37358.25
,3,3,1,97.959511,16.806,0.801809,,,97.959511@16.806166,97.959511@16.806166,,0.000,0.000000,97.959511,13553.08,87573.20,74827.62,75596.85
,4,4,1,97.959511,18.469,0.514355,,,97.959511@18.469166,97.959511@18.469166,,0.000,0.000000,97.959511,15131.05,70428.98,56854.22,54073.57
,5,5,3,246.918106,13.557,0.850140,,,246.918106@13.557416,246.918106@13.557416,,0.000,0.000000,246.918106,0.00,30810.59,33742.74,42559.43
,6,6,1,543.320496,2.143,0.850055,,,543.320496@2.142600,543.320496@2.142600,,0.000,0.000000,543.320496,6444.76,6785.49,38974.50,8095.84
,7,7,2,285.134247,2.112,0.785312,,,285.134247@2.112392,285.134247@2.112392,,0.000,0.000000,285.134247,4048.59,41033.04,29443.37,27825.67
,8,8,3,227.057159,10.655,0.837448,,,227.057159@10.654879,227.057159@10.654879,,0.000,0.000000,227.057159,665.87,40837.75,38404.34,40162.00
,9,9,1,433.280823,4.073,0.839974,,,433.280823@4.073258,433.280823@4.073258,,0.000,0.000000,433.280823,5054.05,30416.06,34670.36,43662.38
,10,10,3,485.223999,12.020,0.850227,,,485.223999@12.020109,485.223999@12.020109,,0.000,0.000000,485.223999,5194.68,30240.49,20292.15,44653.75
,11,11,3,562.309814,3.042,0.849941,,,562.309814@3.042183,562.309814@3.042183,,0.000,0.000000,562.309814,5090.98,31379.60,38019.73,33041.07
,12,12,3,408.911682,13.537,0.839655,,,408.911682@13.536959,408.911682@13.536959,,0.000,0.000000,408.911682,2135.71,38644.28,43043.99,33943.54
,13,13,2,286.246796,2.286,0.843700,,,286.246796@2.286188,286.246796@2.286188,,0.000,0.000000,286.246796,2929.98,39558.24,30750.77,25745.58
,14,14,3,329.208313,3.052,0.847465,,,329.208313@3.051721,329.208313@3.051721,,0.000,0.000000,329.208313,14127.65,37688.10,27793.99,41370.59
,15,15,1,587.347778,2.214,0.850649,,,587.347778@2.214067,587.347778@2.214067,,0.000,0.000000,587.347778,2180.41,5489.52,42934.49,5164.77
,16,16,3,191.019653,16.017,0.750377,,,191.019653@16.017151,191.019653@16.017151,,0.000,0.000000,191.019653,3523444.25,48732668.00,48544932.00,45451732.00
,17,17,3,571.085388,6.801,0.847013,,,571.085388@6.801084,571.085388@6.801084,,0.000,0.000000,571.085388,3423.30,27612.20,45418.49,36909.23
,18,18,3,136.048508,2.925,0.823422,,,136.048508@2.925450,136.048508@2.925450,,0.000,0.000000,136.048508,5088.66,43490.40,46821.67,28384.38
,19,19,1,706.979309,13.969,0.531681,,,706.979309@13.969062,706.979309@13.969062,,0.000,0.000000,706.979309,0.00,16074.33,33087.27,24208.18
,20,20,3,269.076385,13.258,0.849132,,,269.076385@13.257617,269.076385@13.257617,,0.000,0.000000,269.076385,0.00,35670.12,43130.44,30281.78
,21,21,1,739.522705,6.306,0.705867,,,739.522705@6.306300,739.522705@6.306300,,0.000,0.000000,739.522705,1262.99,68284.61,55983.44,57443.73
,22,22,3,397.290131,3.052,0.850251,,,397.290131@3.051679,397.290131@3.051679,,0.000,0.000000,397.290131,10689.70,35021.07,24163.87,25944.79
,23,23,2,539.251465,6.985,0.791694,,,539.251465@6.984633,539.251465@6.984633,,0.000,0.000000,539.251465,0.00,24213.97,38433.83,30007.45
,24,24,3,820.570984,4.277,0.849919,,,820.570984@4.276511,820.570984@4.276511,,0.000,0.000000,820.570984,0.00,30854.98,45163.65,18545.89
,25,25,3,505.881683,14.028,0.850167,,,505.881683@14.028133,505.881683@14.028133,,0.000,0.000000,505.881683,2510.60,33068.92,40905.98,34992.54
,26,26,4,471.327087,8.350,0.813058,,,471.327087@8.350487,471.327087@8.350487,,0.000,0.000000,471.327087,16649.70,40635.52,30399.96,35331.95
,27,27,2,320.029083,12.016,0.845880,,,320.029083@12.016295,320.029083@12.016295,,0.000,0.000000,320.029083,0.00,36449.53,31798.93,30765.08
,28,28,3,382.271118,3.062,0.813778,,,382.271118@3.062013,382.271118@3.062013,,0.000,0.000000,382.271118,3068.05,38694.96,31162.12,44150.89
,29,29,3,786.176331,4.102,0.850621,,,786.176331@4.101944,786.176331@4.101944,,0.000,0.000000,786.176331,0.00,22735.71,46588.00,35912.71
,30,30,3,742.068848,14.256,0.837993,,,742.068848@14.256395,742.068848@14.256395,,0.000,0.000000,742.068848,4566.67,26016.03,37492.25,27991.51
,31,31,2,84.053604,4.108,0.728757,,,84.053604@4.107692,84.053604@4.107692,,0.000,0.000000,84.053604,7977.08,29208.43,27499.41,35981.67
,32,32,1,236.056488,8.074,0.647009,,,236.056488@8.074234,236.056488@8.074234,,0.000,0.000000,236.056488,999.95,24742.08,18440.77,22403.38
,33,33,1,271.097534,2.338,0.583848,,,271.097534@2.337746,271.097534@2.337746,,0.000,0.000000,271.097534,2564.04,24264.57,16404.13,12761.95
,34,34,2,209.082062,2.665,0.759531,,,209.082062@2.664642,209.082062@2.664642,,0.000,0.000000,209.082062,11216.09,38865.39,21935.12,42180.03
,35,35,1,317.091156,3.610,0.766187,,,317.091156@3.609983,317.091156@3.609983,,0.000,0.000000,317.091156,0.00,0.00,26786.08,0.00
,36,36,4,278.116394,7.330,0.772148,,,278.116394@7.330146,278.116394@7.330146,,0.000,0.000000,278.116394,9397.56,41366.75,19090.97,41241.76
,37,37,2,305.248718,2.975,0.541056,,,305.248718@2.974833,305.248718@2.974833,,0.000,0.000000,305.248718,8959.02,47907.92,60435.56,34812.02
,38,38,1,732.474365,7.041,0.659116,,,732.474365@7.041446,732.474365@7.041446,,0.000,0.000000,732.474365,1844.14,16864.33,25489.41,22105.23
,39,39,1,315.067352,7.066,0.713436,,,315.067352@7.065766,315.067352@7.065766,,0.000,0.000000,315.067352,5389.95,30391.54,24330.62,41234.06
,40,40,4,320.146179,10.549,0.848805,,,320.146179@10.548800,320.146179@10.548800,,0.000,0.000000,320.146179,13769.15,38281.64,27806.22,42002.33
,41,41,3,300.087616,2.256,0.849989,,,300.087616@2.255988,300.087616@2.255988,,0.000,0.000000,300.087616,3959.98,45601.01,33154.86,29161.10
,42,42,3,521.342651,3.028,0.849704,,,521.342651@3.027917,521.342651@3.027917,,0.000,0.000000,521.342651,5801.43,35316.07,29510.80,26610.01
,43,43,3,71.013916,10.092,0.803817,,,71.013916@10.092279,71.013916@10.092279,,0.000,0.000000,71.013916,1635.17,31529.17,25717.07,23966.24
,44,44,3,470.949921,14.088,0.849921,,,470.949921@14.088028,470.949921@14.088028,,0.000,0.000000,470.949921,0.00,30614.24,44366.33,32900.30
,45,45,3,103.003738,4.109,0.828655,,,103.003738@4.109075,103.003738@4.109075,,0.000,0.000000,103.003738,5953.61,40531.83,23860.71,33241.30
,46,46,3,188.035461,4.098,0.849129,,,188.035461@4.097896,188.035461@4.097896,,0.000,0.000000,188.035461,10153.50,32463.21,32047.51,30730.56
,47,47,3,138.027649,11.989,0.850036,,,138.027649@11.988630,138.027649@11.988630,,0.000,0.000000,138.027649,938.66,46381.50,36802.41,45900.08
,48,48,1,997.631531,2.622,0.759416,,,997.631531@2.622189,997.631531@2.622189,,0.000,0.000000,997.631531,0.00,35671.71,6044.44,22366.09
,49,49,2,357.264740,4.096,0.849123,,,357.264740@4.095673,357.264740@4.095673,,0.000,0.000000,357.264740,0.00,21778.69,36988.75,34894.07
,50,50,1,518.283691,6.997,0.837953,,,518.283691@6.996967,518.283691@6.996967,,0.000,0.000000,518.283691,1552.63,39011.16,32659.46,13411.90
,51,51,2,626.052246,14.166,0.848829,,,626.052246@14.165962,626.052246@14.165962,,0.000,0.000000,626.052246,0.00,9168.24,42335.83,25511.62
,52,52,2,404.291962,4.122,0.757962,,,404.291962@4.122188,404.291962@4.122188,,0.000,0.000000,404.291962,2327.99,41300.60,22922.56,37956.27
,53,53,2,140.964966,16.078,0.749874,,,140.964966@16.078184,140.964966@16.078184,,0.000,0.000000,140.964966,0.00,21834.79,29537.19,30272.95
,54,54,3,404.800537,13.990,0.731172,,,404.800537@13.990479,404.800537@13.990479,,0.000,0.000000,404.800537,0.00,35221.00,29500.73,34109.42
,55,55,2,442.977936,14.138,0.845386,,,442.977936@14.137539,442.977936@14.137539,,0.000,0.000000,442.977936,0.00,19340.23,33304.40,34745.12
,56,56,4,371.218750,7.051,0.847939,,,371.218750@7.050580,371.218750@7.050580,,0.000,0.000000,371.218750,6541.84,40022.60,26437.80,40281.09
,57,57,1,452.816284,7.068,0.845354,,,452.816284@7.067825,452.816284@7.067825,,0.000,0.000000,452.816284,8040.64,16947.25,36407.50,25040.71
,58,58,4,575.245056,4.151,0.849467,,,575.245056@4.150758,575.245056@4.150758,,0.000,0.000000,575.245056,5583.18,22910.19,46787.89,22562.47
,59,59,3,406.193665,4.141,0.847848,,,406.193665@4.141225,406.193665@4.141225,,0.000,0.000000,406.193665,6055.37,23849.62,36903.66,42094.17
,60,60,2,334.829468,13.976,0.730737,,,334.829468@13.976268,334.829468@13.976268,,0.000,0.000000,334.829468,0.00,21677.15,39600.09,19924.86
,61,61,3,482.858368,13.492,0.843606,,,482.858368@13.491879,482.858368@13.491879,,0.000,0.000000,482.858368,3959.40,25012.95,35159.85,40058.71
,62,62,3,306.954224,13.427,0.823061,,,306.954224@13.427250,306.954224@13.427250,,0.000,0.000000,306.954224,0.00,37350.75,38791.67,37363.42
,63,63,2,505.988617,14.298,0.753678,,,505.988617@14.297900,505.988617@14.297900,,0.000,0.000000,505.988617,0.00,43047.90,30767.72,43254.32
,64,64,1,405.249420,4.108,0.577663,,,405.249420@4.108284,405.249420@4.108284,,0.000,0.000000,405.249420,0.00,18575.46,22841.67,27395.77
,65,65,3,166.944138,14.004,0.848539,,,166.944138@14.004413,166.944138@14.004413,,0.000,0.000000,166.944138,0.00,42285.17,28138.53,31191.12
,66,66,2,340.260620,8.015,0.797826,,,340.260620@8.014900,340.260620@8.014900,,0.000,0.000000,340.260620,3851.42,19722.17,9661.95,22950.63
,67,67,3,533.292480,3.076,0.850416,,,533.292480@3.076421,533.292480@3.076421,,0.000,0.000000,533.292480,6726.56,19543.69,42411.49,29926.20
,68,68,1,165.002304,4.030,0.643250,,,165.002304@4.030367,165.002304@4.030367,,0.000,0.000000,165.002304,0.00,18306.80,26125.74,18588.75
,69,69,3,313.051575,6.957,0.835342,,,313.051575@6.956679,313.051575@6.956679,,0.000,0.000000,313.051575,8384.65,23444.26,36552.08,36879.36
,70,70,1,450.339600,3.512,0.501910,,,450.339600@3.512250,450.339600@3.512250,,0.000,0.000000,450.339600,6578.97,36179.30,14481.59,17011.25
,71,71,3,202.001770,2.262,0.850546,,,202.001770@2.262000,202.001770@2.262000,,0.000,0.000000,202.001770,2224.98,44524.11,40692.82,25590.65
,72,72,1,492.361908,4.039,0.572668,,,492.361908@4.038642,492.361908@4.038642,,0.000,0.000000,492.361908,3421.43,41945.56,30086.82,17391.53
,73,73,2,213.124512,4.760,0.720187,,,213.124512@4.759796,213.124512@4.759796,,0.000,0.000000,213.124512,8436.59,28304.40,14982.01,28941.15
,74,74,3,492.312469,3.052,0.848843,,,492.312469@3.051679,492.312469@3.051679,,0.000,0.000000,492.312469,7924.90,40286.12,47384.60,36523.29
,75,75,2,355.798065,14.099,0.849839,,,355.798065@14.098618,355.798065@14.098618,,0.000,0.000000,355.798065,4471.11,42761.57,35803.96,31859.23
,76,76,3,255.051468,5.211,0.774059,,,255.051468@5.210659,255.051468@5.210659,,0.000,0.000000,255.051468,1195.78,37636.70,25478.30,34592.72
,77,77,2,420.885010,13.517,0.840892,,,420.885010@13.516691,420.885010@13.516691,,0.000,0.000000,420.885010,6209.68,41407.39,30610.17,29983.05
,78,78,1,624.416992,3.411,0.540677,,,624.416992@3.411166,624.416992@3.411166,,0.000,0.000000,624.416992,0.00,18051.79,42281.68,8911.42
,79,79,3,319.177490,4.012,0.845264,,,319.177490@4.012466,319.177490@4.012466,,0.000,0.000000,319.177490,1829.47,34367.88,23894.24,30671.23
,80,80,3,406.868286,13.566,0.844146,,,406.868286@13.566279,406.868286@13.566279,,0.000,0.000000,406.868286,7924.36,18656.14,20467.07,31764.74
,81,81,3,281.203613,2.681,0.850238,,,281.203613@2.680889,281.203613@2.680889,,0.000,0.000000,281.203613,0.00,46331.23,43637.05,28353.73
,82,82,2,741.905823,7.014,0.742014,,,741.905823@7.013608,741.905823@7.013608,,0.000,0.000000,741.905823,1120.17,17103.82,18910.43,23589.86
,83,83,3,373.238495,7.012,0.850411,,,373.238495@7.012496,373.238495@7.012496,,0.000,0.000000,373.238495,12525.78,44561.48,38632.40,33970.57
,84,84,1,644.400879,4.068,0.731556,,,644.400879@4.067750,644.400879@4.067750,,0.000,0.000000,644.400879,4269.67,28136.66,21744.37,17920.00
,85,85,4,413.214386,7.360,0.850552,,,413.214386@7.359825,413.214386@7.359825,,0.000,0.000000,413.214386,12633.04,38754.28,32044.76,41620.99
,86,86,2,367.156464,6.937,0.663361,,,367.156464@6.936929,367.156464@6.936929,,0.000,0.000000,367.156464,3668.96,44906.61,24254.21,27489.15
,87,87,2,393.214294,4.229,0.796440,,,393.214294@4.229421,393.214294@4.229421,,0.000,0.000000,393.214294,8815.18,32223.96,28271.21,39893.86
,88,88,2,171.046036,3.728,0.707395,,,171.046036@3.727754,171.046036@3.727754,,0.000,0.000000,171.046036,1621.08,48371.82,29231.12,38772.27
,89,89,1,174.030350,11.182,0.745600,,,174.030350@11.181850,174.030350@11.181850,,0.000,0.000000,174.030350,0.00,38198.65,39899.75,31801.28
,90,90,2,296.091919,4.049,0.849830,,,296.091919@4.048563,296.091919@4.048563,,0.000,0.000000,296.091919,4556.75,33687.53,40784.09,29040.95
,91,91,2,187.023560,2.321,0.674619,,,187.023560@2.320808,187.023560@2.320808,,0.000,0.000000,187.023560,9395.63,42992.97,30903.77,29099.77
,92,92,1,187.024857,13.125,0.643328,,,187.024857@13.124534,187.024857@13.124534,,0.000,0.000000,187.024857,2883.28,609700.31,343843.03,482827.50
,93,93,3,187.024857,14.010,0.766830,,,187.024857@14.009554,187.024857@14.009554,,0.000,0.000000,187.024857,8528.93,4288675.50,3427060.00,3730688.75
,94,94,1,315.079681,13.407,0.850082,,,315.079681@13.406908,315.079681@13.406908,,0.000,0.000000,315.079681,2167.62,30961.27,37921.06,35736.43
,95,95,4,482.287476,7.012,0.842730,,,482.287476@7.012496,482.287476@7.012496,,0.000,0.000000,482.287476,8765.23,43284.07,38313.73,34860.73
,96,96,4,548.390381,4.590,0.847769,,,548.390381@4.589896,548.390381@4.589896,,0.000,0.000000,548.390381,15342.35,38435.02,37829.97,40032.48
,97,97,1,461.751007,2.996,0.691531,,,461.751007@2.996394,461.751007@2.996394,,0.000,0.000000,461.751007,0.00,24765.40,32457.25,35934.42
,98,98,3,529.250366,11.893,0.849631,,,529.250366@11.893445,529.250366@11.893445,,0.000,0.000000,529.250366,2646.05,37125.21,23988.04,42467.18
,99,99,2,132.038345,11.884,0.552543,,,132.038345@11.883911,132.038345@11.883911,,0.000,0.000000,132.038345,0.00,24494.39,16530.79,20483.59
,100,100,4,257.114380,11.229,0.850872,,,257.114380@11.229021,257.114380@11.229021,,0.000,0.000000,257.114380,5745.63,35187.90,25070.96,44710.17
,101,101,2,550.176819,11.932,0.773489,,,550.176819@11.932015,550.176819@11.932015,,0.000,0.000000,550.176819,0.00,36437.08,22546.54,23253.71
,102,102,2,425.363831,3.531,0.846600,,,425.363831@3.530700,425.363831@3.530700,,0.000,0.000000,425.363831,1057.77,37252.87,15722.55,15469.61
,103,103,1,193.035538,13.473,0.843256,,,193.035538@13.472553,193.035538@13.472553,,0.000,0.000000,193.035538,4240.33,30407.49,31417.05,37867.10
,104,104,1,223.110107,3.754,0.843486,,,223.110107@3.753862,223.110107@3.753862,,0.000,0.000000,223.110107,2888.03,22797.54,35427.27,20150.70
,105,105,3,311.186432,7.662,0.710054,,,311.186432@7.661663,311.186432@7.661663,,0.000,0.000000,311.186432,1035.08,34277.16,34604.68,30823.97
,106,106,1,420.287018,4.103,0.847590,,,420.287018@4.102912,420.287018@4.102912,,0.000,0.000000,420.287018,5352.76,18142.72,7385.25,42032.29
,107,107,3,210.158066,2.136,0.840178,,,210.158066@2.136117,210.158066@2.136117,,0.000,0.000000,210.158066,8124.35,43167.78,31216.19,36502.26
,108,108,3,182.118713,6.993,0.849380,,,182.118713@6.992905,182.118713@6.992905,,0.000,0.000000,182.118713,14340.03,37281.67,23203.40,48515.33
,109,109,1,485.279022,4.103,0.808332,,,485.279022@4.103084,485.279022@4.103084,,0.000,0.000000,485.279022,2549.70,25605.12,28163.02,22954.03
,110,110,1,275.093781,7.011,0.559928,,,275.093781@7.011009,275.093781@7.011009,,0.000,0.000000,275.093781,4481.27,17231.30,30393.69,14137.50
,111,111,2,711.458191,7.046,0.848228,,,711.458191@7.046378,711.458191@7.046378,,0.000,0.000000,711.458191,0.00,13814.86,42881.93,30784.17
,112,112,3,117.009911,13.335,0.850484,,,117.009911@13.334989,117.009911@13.334989,,0.000,0.000000,117.009911,0.00,28371.88,52492.13,35697.21
,113,113,1,127.948151,3.989,0.570959,,,127.948151@3.989083,127.948151@3.989083,,0.000,0.000000,127.948151,3278.65,16891.28,23431.94,18107.61
,114,114,1,315.000397,4.063,0.707986,,,315.000397@4.063083,315.000397@4.063083,,0.000,0.000000,315.000397,0.00,29837.67,36716.38,19070.48
,115,115,1,201.070999,11.149,0.633001,,,201.070999@11.149058,201.070999@11.149058,,0.000,0.000000,201.070999,3526.90,16345.06,15989.22,28655.98
,116,116,1,326.140808,4.080,0.848069,,,326.140808@4.079925,326.140808@4.079925,,0.000,0.000000,326.140808,1671.77,39732.02,19806.97,7896.72
,117,117,3,211.145264,4.584,0.821445,,,211.145264@4.584454,211.145264@4.584454,,0.000,0.000000,211.145264,8363.23,25657.72,13282.88,38808.70
,118,118,4,641.351318,11.759,0.849836,,,641.351318@11.758621,641.351318@11.758621,,0.000,0.000000,641.351318,3797.87,48063.29,29171.02,34413.20
,119,119,2,773.429993,6.783,0.704777,,,773.429993@6.783463,773.429993@6.783463,,0.000,0.000000,773.429993,1266.75,30904.02,19939.34,29145.10
,120,120,1,375.100067,3.548,0.635389,,,375.100067@3.547554,375.100067@3.547554,,0.000,0.000000,375.100067,3903.70,37165.54,32047.61,13274.47
,121,121,3,699.496887,4.270,0.846661,,,699.496887@4.269661,699.496887@4.269661,,0.000,0.000000,699.496887,0.00,29730.17,40267.25,22137.67
,122,122,3,226.048645,13.557,0.850200,,,226.048645@13.557373,226.048645@13.557373,,0.000,0.000000,226.048645,0.00,34132.45,44334.21,33824.14
,123,123,3,575.375916,3.061,0.850222,,,575.375916@3.061213,575.375916@3.061213,,0.000,0.000000,575.375916,11381.68,26721.84,39616.36,38783.05
,124,124,1,386.314606,2.284,0.850732,,,386.314606@2.283767,386.314606@2.283767,,0.000,0.000000,386.314606,0.00,42966.55,43449.71,33186.82
,125,125,3,263.071198,2.990,0.850053,,,263.071198@2.989939,263.071198@2.989939,,0.000,0.000000,263.071198,0.00,28048.60,23103.97,40089.88
,126,126,1,265.181030,7.215,0.790321,,,265.181030@7.214750,265.181030@7.214750,,0.000,0.000000,265.181030,4233.62,10663.32,27762.16,17311.53
,127,127,3,77.278961,13.072,0.850470,,,77.278961@13.072495,77.278961@13.072495,,0.000,0.000000,77.278961,1156.20,38671.80,46047.93,44082.14
,128,128,3,437.217285,7.455,0.832856,,,437.217285@7.455083,437.217285@7.455083,,0.000,0.000000,437.217285,8902.58,47468.42,25401.96,45379.89
,129,129,2,383.093536,6.984,0.847338,,,383.093536@6.983950,383.093536@6.983950,,0.000,0.000000,383.093536,8306.43,42175.88,34272.17,24641.48
,130,130,4,369.203156,8.151,0.711905,,,369.203156@8.151229,369.203156@8.151229,,0.000,0.000000,369.203156,13212.74,34095.55,25839.87,40183.14
,131,131,3,628.392639,3.073,0.755125,,,628.392639@3.073033,628.392639@3.073033,,0.000,0.000000,628.392639,1247.44,24693.08,38974.90,28171.71
,132,132,3,132.049591,13.663,0.850108,,,132.049591@13.662839,132.049591@13.662839,,0.000,0.000000,132.049591,0.00,43350.50,45876.55,38556.85
,133,133,3,324.987854,11.222,0.766886,,,324.987854@11.221691,324.987854@11.221691,,0.000,0.000000,324.987854,693.87,31813.19,37448.97,27791.43
,134,134,3,260.980133,11.668,0.792600,,,260.980133@11.667567,260.980133@11.667567,,0.000,0.000000,260.980133,0.00,36750.89,41324.70,40254.91
,135,135,4,248.051605,11.012,0.848157,,,248.051605@11.012005,248.051605@11.012005,,0.000,0.000000,248.051605,5605.52,33387.15,14863.71,39446.43
,136,136,2,233.982285,2.280,0.702694,,,233.982285@2.280150,233.982285@2.280150,,0.000,0.000000,233.982285,8026.66,29781.04,42746.22,25949.10
,137,137,1,327.167480,12.928,0.631440,,,327.167480@12.928411,327.167480@12.928411,,0.000,0.000000,327.167480,0.00,17128.23,15351.77,14371.84
,138,138,1,512.364380,4.142,0.834894,,,512.364380@4.142333,512.364380@4.142333,,0.000,0.000000,512.364380,1446.01,7194.11,38637.40,12743.97
,139,139,3,103.040085,7.181,0.633872,,,103.040085@7.181475,103.040085@7.181475,,0.000,0.000000,103.040085,34610.76,132929.61,153391.17,124661.06
,140,140,3,103.040077,13.417,0.813046,,,103.040077@13.416584,103.040077@13.416584,,0.000,0.000000,103.040077,28202.55,443923.47,335066.66,386858.16
,141,141,2,323.223511,2.930,0.795947,,,323.223511@2.930242,323.223511@2.930242,,0.000,0.000000,323.223511,2563.93,45317.94,41547.78,31629.59
,142,142,2,229.068680,13.467,0.846183,,,229.068680@13.467072,229.068680@13.467072,,0.000,0.000000,229.068680,2369.47,27410.28,37889.69,25581.12
,143,143,3,315.156250,4.574,0.846825,,,315.156250@4.573825,315.156250@4.573825,,0.000,0.000000,315.156250,11673.49,35407.08,14553.65,45798.50
,144,144,3,276.124084,3.022,0.803027,,,276.124084@3.021694,276.124084@3.021694,,0.000,0.000000,276.124084,0.00,35924.16,28477.30,29394.62
,145,145,2,222.885376,13.628,0.734646,,,222.885376@13.628166,222.885376@13.628166,,0.000,0.000000,222.885376,0.00,48063.06,36552.67,43034.87
,146,146,3,344.227173,3.052,0.846746,,,344.227173@3.051679,344.227173@3.051679,,0.000,0.000000,344.227173,10011.52,38841.28,31627.60,38713.95
,147,147,1,191.493057,3.700,0.843935,,,191.493057@3.699563,191.493057@3.699563,,0.000,0.000000,191.493057,3551.73,34297.17,26715.57,38521.21
,148,148,3,126.904984,2.218,0.792983,,,126.904984@2.217521,126.904984@2.217521,,0.000,0.000000,126.904984,1344081.62,77213112.00,66544780.00,64277204.00
,149,149,1,407.255341,6.998,0.587785,,,407.255341@6.998292,407.255341@6.998292,,0.000,0.000000,407.255341,5162.91,22191.64,20437.71,35019.92
,150,150,1,130.931274,4.840,0.534106,,,130.931274@4.839992,130.931274@4.839992,,0.000,0.000000,130.931274,1009.48,2940.44,10224.24,10133.98
,151,151,1,136.952667,13.939,0.721506,,,136.952667@13.939488,136.952667@13.939488,,0.000,0.000000,136.952667,0.00,38550.75,24399.45,23243.47
,152,152,3,506.327667,4.355,0.848223,,,506.327667@4.354817,506.327667@4.354817,,0.000,0.000000,506.327667,1499.57,43643.09,41810.96,38853.36
,153,153,1,347.243958,7.013,0.835879,,,347.243958@7.013038,347.243958@7.013038,,0.000,0.000000,347.243958,5966.48,38064.09,15889.85,25101.09
,154,154,2,209.023926,11.884,0.725514,,,209.023926@11.884316,209.023926@11.884316,,0.000,0.000000,209.023926,0.00,31266.85,19298.35,21031.22
,155,155,1,160.991241,11.810,0.602969,,,160.991241@11.809704,160.991241@11.809704,,0.000,0.000000,160.991241,818.60,12446.84,24485.87,19750.79
,156,156,2,132.929398,4.218,0.732981,,,132.929398@4.217888,132.929398@4.217888,,0.000,0.000000,132.929398,0.00,22687.95,29589.83,39279.94
,157,157,1,330.109070,4.135,0.811028,,,330.109070@4.134984,330.109070@4.134984,,0.000,0.000000,330.109070,1236.63,34150.84,22568.32,29739.06
,158,158,3,103.040085,7.181,0.633872,,,103.040085@7.181475,103.040085@7.181475,,0.000,0.000000,103.040085,34610.76,132929.61,153391.17,124661.06
,159,159,3,103.040077,13.417,0.813046,,,103.040077@13.416584,103.040077@13.416584,,0.000,0.000000,103.040077,28202.55,443923.47,335066.66,386858.16
,160,160,2,795.432373,13.078,0.850134,,,795.432373@13.077682,795.432373@13.077682,,0.000,0.000000,795.432373,4747.42,34425.11,33964.61,36341.22
,161,161,2,335.654144,3.739,0.838871,,,335.654144@3.738716,335.654144@3.738716,,0.000,0.000000,335.654144,0.00,48429.64,34133.57,54885.19
,162,162,2,170.118713,4.360,0.815606,,,170.118713@4.359704,170.118713@4.359704,,0.000,0.000000,170.118713,8333.16,32896.54,30332.63,42414.18
,163,163,2,484.806000,13.953,0.747401,,,484.806000@13.952892,484.806000@13.952892,,0.000,0.000000,484.806000,4412.09,18024.08,17738.14,37417.86
,164,164,4,372.241028,9.969,0.835933,,,372.241028@9.968525,372.241028@9.968525,,0.000,0.000000,372.241028,17771.61,49588.52,33828.85,47888.42
,165,165,2,502.929169,17.266,0.532515,,,502.929169@17.265833,502.929169@17.265833,,0.000,0.000000,502.929169,6024.33,38601.83,35639.20,30132.76
,166,166,1,502.929138,18.561,0.803364,,,502.929138@18.560667,502.929138@18.560667,,0.000,0.000000,502.929138,10266.16,34640.29,39186.25,38919.39
,167,167,1,502.929108,19.276,0.682031,,,502.929108@19.275791,502.929108@19.275791,,0.000,0.000000,502.929108,9497.31,38148.21,40777.16,38279.58
,168,168,3,518.393616,2.655,0.850497,,,518.393616@2.654611,518.393616@2.654611,,0.000,0.000000,518.393616,0.00,32078.69,47573.25,29202.54
,169,169,2,282.121857,2.743,0.847430,,,282.121857@2.742846,282.121857@2.742846,,0.000,0.000000,282.121857,3385.04,31166.56,37891.96,36615.22
,170,170,1,369.192139,2.615,0.633635,,,369.192139@2.615379,369.192139@2.615379,,0.000,0.000000,369.192139,2685.00,27414.45,30296.66,15798.31
,171,171,1,162.049149,13.395,0.590741,,,162.049149@13.394671,162.049149@13.394671,,0.000,0.000000,162.049149,1923.75,35082.06,26235.08,43310.96
,172,172,3,368.912079,13.589,0.846971,,,368.912079@13.588729,368.912079@13.588729,,0.000,0.000000,368.912079,0.00,39099.92,31640.92,36209.23
,173,173,2,97.029526,13.148,0.850178,,,97.029526@13.147734,97.029526@13.147734,,0.000,0.000000,97.029526,3312.14,40800.53,17909.28,39321.55
,174,174,1,301.265717,4.070,0.841691,,,301.265717@4.069733,301.265717@4.069733,,0.000,0.000000,301.265717,0.00,35607.86,22570.28,33935.30
,175,175,1,209.129654,3.692,0.808865,,,209.129654@3.691517,209.129654@3.691517,,0.000,0.000000,209.129654,5577.28,57183.64,23752.08,40231.41
,176,176,2,235.073441,6.484,0.674028,,,235.073441@6.484129,235.073441@6.484129,,0.000,0.000000,235.073441,4530.29,27770.75,20814.37,27234.25
,177,177,3,271.166229,7.017,0.847927,,,271.166229@7.017071,271.166229@7.017071,,0.000,0.000000,271.166229,10553.56,45433.05,33755.84,30376.76
,178,178,2,348.160858,2.704,0.849212,,,348.160858@2.703746,348.160858@2.703746,,0.000,0.000000,348.160858,5151.26,17621.78,40913.55,35458.80
